ObjID,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB,FORMAT
2016 TT94,34.9319,0.1670314,31.6947873,105.87114,208.23627,43467.41055767215,57388.00078916584,BCOM
2015 AN304,39.30151,0.7006314,32.0141324,143.118911,210.29772,52366.77525288924,57388.00078916584,BCOM
2015 AS293,32.93947,0.3612278,34.4325689,88.393672,192.6686,40274.29870572731,57388.00078916584,BCOM
2015 VV207,32.96592,0.4072785,29.3500326,91.269399,296.33438,60525.96242073167,57388.00078916584,BCOM
2015 RY345,37.73885,0.0616951,35.3745604,91.056801,81.55144,98550.04214072324,57388.00078916584,BCOM
2015 VB208,34.3601,0.6242248,35.6548364,89.374969,250.97165,51452.73126285129,57388.00078916584,BCOM
2016 RL82,36.67971,0.3077712,23.0084975,62.603824,354.49409,63306.32186075897,57388.00078916584,BCOM
2015 QA34,35.11521,0.4577424,24.8020228,88.732553,309.89791,61025.6595807348,57388.00078916584,BCOM
2016 UQ273,36.96139,0.1508552,28.7062442,52.065405,265.50297,44441.56846240172,57388.00078916584,BCOM
2015 QB34,31.9845,0.2691429,18.9517959,84.185674,341.40595,65737.58309072549,57388.00078916584,BCOM
2015 QC34,35.24807,0.3665033,21.9090645,81.999871,349.01884,66550.48778074996,57388.00078916584,BCOM
2015 QL34,34.21566,0.3821655,25.9759972,154.695751,190.49494,51158.680491288374,57388.00078916584,BCOM
2016 WB75,37.11696,0.1860402,20.6020906,129.386199,215.87674,50434.94894971657,57388.00078916584,BCOM
2017 RY137,38.32502,0.1645368,33.2786032,21.272478,323.92339,68626.17052072156,57388.00078916584,BCOM
2016 SY105,33.8709,0.2569732,26.390865,65.195668,262.07415,61641.5479607264,57388.00078916584,BCOM
2015 TQ454,37.70764,0.2677231,32.1284492,59.170146,339.5764,63768.05877074573,57388.00078916584,BCOM
2015 UO105,36.41863,0.2907902,52.136889,154.383822,195.76005,51165.99043129069,57388.00078916584,BCOM
2016 TL176,36.43444,0.2242319,21.2382744,102.169788,233.65229,50352.789639702874,57388.00078916584,BCOM
2016 QV134,34.54188,0.1831482,7.9527389,120.534802,294.70243,63680.20333075961,57388.00078916584,BCOM
2016 PL220,31.30828,0.5918994,28.9869616,74.630465,296.7555,60203.39477072278,57388.00078916584,BCOM
2016 RM82,40.19566,0.1117402,29.9377146,130.497396,189.23348,46461.51079871266,57388.00078916584,BCOM
2015 XO480,33.92766,0.1962266,52.2992327,70.035228,264.44929,50182.65247974146,57388.00078916584,BCOM
2016 SU56,38.18387,0.3579024,19.1639906,77.32815,346.81678,64901.4538707339,57388.00078916584,BCOM
2006 SG415,33.96009,0.2915901,31.3796094,186.95242,183.07127,59373.20041074935,57388.00078916584,BCOM
2016 PM220,33.48967,0.1657771,23.1460558,351.764782,329.72409,51143.19554128402,57388.00078916584,BCOM
2016 PT220,38.92121,0.0814703,6.2421289,283.780904,83.97777,63086.32867073018,57388.00078916584,BCOM
2016 PN220,37.07129,0.1849087,7.0593686,305.996762,128.03649,78311.26359075941,57388.00078916584,BCOM
2016 PO220,40.75421,0.0300357,28.5638801,351.989968,70.14001,75262.98269073259,57388.00078916584,BCOM
2014 LQ28,39.43669,0.0959652,1.2964024,223.513737,158.37081,63965.76863074041,57388.00078916584,BCOM
2016 PP220,39.23626,0.1201806,6.3918137,351.043007,38.37694,65486.31835075708,57388.00078916584,BCOM
2016 QF135,36.59553,0.2474039,27.6559272,48.737836,333.51909,59137.07209072145,57388.00078916584,BCOM
2016 QW134,39.25798,0.0632213,22.8608719,52.856307,346.58934,63168.03055072278,57388.00078916584,BCOM
2016 QE135,37.70228,0.112087,27.1261064,38.792356,335.74684,58288.63975074559,57388.00078916584,BCOM
2016 QX134,39.54189,0.0972494,10.8865382,261.202401,154.68902,79037.81498075971,57388.00078916584,BCOM
2016 QY134,37.29882,0.1574164,10.4229048,280.098082,125.36361,73740.79584072193,57388.00078916584,BCOM
2016 QZ134,37.47868,0.1245284,20.7767821,6.99342,77.07988,77874.6398707499,57388.00078916584,BCOM
2016 QA135,36.8834,0.2070372,27.8982212,173.203609,127.57992,44400.479262414694,57388.00078916584,BCOM
2016 QB135,29.5743,0.1083425,14.99015,192.140075,324.98812,86648.72674075204,57388.00078916584,BCOM
2016 QC135,38.81733,0.1230288,8.7201788,149.535802,70.73318,15440.52500251585,57388.00078916584,BCOM
2016 QD135,40.74972,0.1389157,27.4448559,139.039274,201.60697,50408.34791970881,57388.00078916584,BCOM
2016 RN82,32.76401,0.6939479,24.4546918,114.953922,265.10553,60296.43504073496,57388.00078916584,BCOM
2016 RX82,37.68585,0.1979337,13.3557961,43.339347,356.85316,65401.036640732615,57388.00078916584,BCOM
2016 RO82,39.49042,0.1394871,34.7048422,47.835445,292.95688,57030.19364759416,57388.00078916584,BCOM
2016 RP82,35.82767,0.1940209,19.7626869,15.770453,350.07581,59255.28721075247,57388.00078916584,BCOM
2016 RQ82,42.12122,0.0637138,4.3346795,127.342743,150.73807,35040.829892482325,57388.00078916584,BCOM
2003 QO91,39.32616,0.1324158,7.1162479,141.048924,185.74452,50052.605228137356,57388.00078916584,BCOM
1999 RK215,33.9115,0.1389443,11.4617131,137.518672,95.0411,20383.212892482625,57388.00078916584,BCOM
2016 RR82,41.96618,0.043386,2.30998,39.191566,124.93937,105920.64583072612,57388.00078916584,BCOM
2000 QC226,41.77932,0.052535,2.6604705,99.726659,206.02049,43163.05542769066,57388.00078916584,BCOM
2016 RS82,41.16792,0.0438458,2.8711217,59.7646,179.75653,24814.47878248185,57388.00078916584,BCOM
2016 RT82,35.71168,0.234827,20.5229661,4.112068,38.02213,66092.42816072368,57388.00078916584,BCOM
2016 SZ105,41.41678,0.0343226,2.9315118,135.633665,295.71064,76874.12167075693,57388.00078916584,BCOM
2017 SE279,37.15554,0.7418258,11.9368283,220.766939,137.08138,63170.334680723085,57388.00078916584,BCOM
2004 QE29,37.45355,0.0838894,24.1208265,317.862566,354.2765,52009.03859288917,57388.00078916584,BCOM
2016 TM176,32.49357,0.3896638,16.5570313,33.43059,283.53546,49806.550108167445,57388.00078916584,BCOM
2017 RZ137,36.28589,0.2104724,16.895071,114.632151,228.86977,50697.89579127915,57388.00078916584,BCOM
