ObjID,FieldID,fieldMJD_TAI,fieldJD_TDB,Range_LTC_km,RangeRate_LTC_km_s,RA_deg,RARateCosDec_deg_day,Dec_deg,DecRate_deg_day,Obj_Sun_x_LTC_km,Obj_Sun_y_LTC_km,Obj_Sun_z_LTC_km,Obj_Sun_vx_LTC_km_s,Obj_Sun_vy_LTC_km_s,Obj_Sun_vz_LTC_km_s,Obs_Sun_x_km,Obs_Sun_y_km,Obs_Sun_z_km,Obs_Sun_vx_km_s,Obs_Sun_vy_km_s,Obs_Sun_vz_km_s,phase_deg
1999 LZ3,55242,60302.35361811831,2460302.8539909963,315608986.89374226,-24.15756892649808,163.3204707764749,0.0980378123376665,7.469539812881729,-0.0051611360629499,-304704079.1565392,224747361.7442472,99514841.2736491,-9.344810446558638,-14.217032344105233,-3.91076338065965,-4939844.292978943,134930509.29211208,58485959.73454264,-30.4550513772118,-1.3683310266256503,-0.4444070341924724,20.661813425037423
1998 BW1,58570,60311.1993120951,2460311.6996849994,216330814.94236377,-2.749748979652009,115.55326163375288,-0.209121546169309,18.58740042613617,0.0435750407711257,-116346524.24954487,317511561.81382644,126396435.11994684,-20.49324410677849,-4.316526495069535,-1.356887621058875,-27899649.4888359,132521584.31928477,57440796.73366505,-30.12419650963168,-5.35955996562002,-2.285331858564496,5.459578662521873
1998 BW1,58620,60311.22306453634,2460311.723437,216325240.78423825,-2.6825392317765164,115.5480170793949,-0.2094177090138,18.58843053637885,0.043162041032558,-116388579.6174258,317502701.58891225,126393649.77589604,-20.492570192262928,-4.318364622531089,-1.357619358218785,-27961451.45595296,132510514.24551544,57436101.76714868,-30.10512404713852,-5.428659141314809,-2.2902768654662933,5.447958814127068
1998 BW1,59863,60313.16431007392,2460313.664683,215956496.1189989,-1.9064579018193688,115.13274250233924,-0.2139080371228853,18.673182459884043,0.0455743754108079,-119821033.46236284,316765829.5255865,126160936.50719815,-20.436761924333823,-4.468170908656216,-1.4172699661016672,-32928807.946155302,131546404.45604365,57018229.46051312,-29.922475862734597,-6.220121727370856,-2.690397771042641,4.514523110955698
1998 BW1,59913,60313.188383797686,2460313.688756,215952598.72044647,-1.8407654910002145,115.12729983174724,-0.2144350334734237,18.67427474447372,0.0451695758819677,-119863539.56644449,316756534.1601828,126157987.93146937,-20.43606084636051,-4.470023345078405,-1.418007757941692,-32991036.46778373,131533392.05232038,57012628.52696574,-29.913776534110603,-6.292213971584764,-2.695359144000528,4.502745163169026
1998 BW1,60052,60313.25232715747,2460313.7527,215942930.5217587,-1.65856325380978,115.11280430223664,-0.2148260485626865,18.677126991531924,0.0440364478899303,-119976439.44346796,316731824.6110676,126150148.3175782,-20.43419753832104,-4.474943253010981,-1.4199672894375543,-33156147.67434847,131498120.42247072,56997700.69624336,-29.84747011674436,-6.472384340928964,-2.708636797594411,4.471456543956596
1998 BW1,60102,60313.27612119792,2460313.776494,215939590.0426685,-1.5915862267211718,115.1074110863346,-0.2145915377847735,18.678169833144626,0.0436217743853986,-120018447.61405636,316722623.0839662,126147228.3812481,-20.4335037929999,-4.476773749302656,-1.4206963587992083,-33217469.00899403,131484752.66613851,56992127.16617276,-29.808191050731068,-6.5316122325595005,-2.713611046358908,4.459825720051216
1999 LZ3,60213,60313.32734769782,2460313.82772,293569970.69723207,-22.39560577919372,164.12706202637384,0.0335260522562844,7.580676670293533,0.0265631483904807,-313257551.94970673,211046681.8350687,95708457.12255202,-8.692075688078559,-14.677396146085025,-4.116998560492404,-33349172.550766498,131455597.78398667,56980093.136886135,-29.70196896745321,-6.63757696248307,-2.724369922922977,18.955908260523746
1999 LZ3,60235,60313.33721928334,2460313.837592,293550879.9583939,-22.369409724405184,164.12739513484374,0.0333738871641039,7.580938788512388,0.0265400972542145,-313264966.0731525,211034161.7771696,95704945.22582762,-8.69147624085167,-14.677800065515092,-4.117181736816844,-33374496.72226704,131449929.19573982,56977768.52375801,-29.67874942686635,-6.654061968450563,-2.726449645883068,18.95394160231068
1999 LZ3,62206,60316.287777232086,2460316.788150001,287944967.8126708,-21.847754091053904,164.21920465679045,0.0151225763469724,7.672315496599544,0.0359875841480102,-315457908.64393175,207276784.4516569,94648320.16050878,-8.511329678586065,-14.797679927493428,-4.171733122035784,-40846393.10372118,129668964.6811585,56205553.1968972,-29.377495940538783,-7.987877572644043,-3.329769950612933,18.353301118953727
1999 LZ3,62207,60316.288225577206,2460316.788598001,287944122.1786365,-21.846637844346468,164.21921149035165,0.0151112895492049,7.672331618841325,0.0359866840196797,-315458238.1172352,207276211.6325853,94648158.672405,-8.511302177231013,-14.7976980011236,-4.17174137490434,-40847530.20692571,129668655.47413288,56205424.30897993,-29.37657617583888,-7.988835373011335,-3.329863061767916,18.35320242148025
1999 LZ3,62252,60316.309741698096,2460316.810114001,287903560.90713215,-21.791578290323205,164.21953411207906,0.014628901957256,7.673105418748178,0.0359401599895719,-315474060.4007389,207248700.1620988,94640402.54511796,-8.509981323014001,-14.798565972969534,-4.172137722683732,-40902098.19175756,129653763.44277008,56199229.99224459,-29.330049496574222,-8.031886070780157,-3.3343402549614742,18.348457319499012
1999 LZ3,62253,60316.31018889152,2460316.810561001,287902719.3317048,-21.790407698288607,164.21954070830014,0.0146201434901406,7.673121483766947,0.0359391327570934,-315474389.0862958,207248128.58783364,94640241.4019686,-8.509953880859275,-14.798584004326598,-4.172145956676082,-40903230.92195999,129653453.22891212,56199101.21558408,-29.32903694147892,-8.03271695777497,-3.3344333744001737,18.34835864427478
1999 LZ3,63727,60318.354045602304,2460318.854418002,284116739.5839522,-21.19702455321267,164.24935449216204,0.0009756238862915,7.752671767106223,0.0421678182925103,-316966155.4960994,204627414.7877072,93900113.75214916,-8.384008591653277,-14.88062083106845,-4.209698936948802,-46016809.57633421,128208500.71233504,55573579.484000094,-28.898031639073437,-9.037859762526097,-3.748636585868925,17.894193459602945
1999 LZ3,63751,60318.36616278587,2460318.866535002,284094565.9261082,-21.16372273118723,164.249366037548,0.0009194102151958,7.753182519792593,0.0421357116726696,-316974933.01549405,204611834.7802665,93895706.15337802,-8.383259129747817,-14.881104735727808,-4.209920994173113,-46047046.52911585,128199032.08811504,55569653.68905104,-28.86613355652614,-9.050487854206358,-3.751147741713885,17.891332099233228
2000 QR19,65578,60321.2472551315,2460321.747628003,202207766.5168099,-4.62943461530781,135.758601555502,-0.2291278983734476,19.822178138085224,0.0558850029424561,-189428760.15858,258600168.26891807,123133060.17195766,-18.381059144867184,-7.108153226129105,-3.748429076322733,-53148956.6782648,125882129.85918894,54563983.44084624,-28.58564866823,-10.23476280207975,-4.326157888484932,9.013682734014004
2000 QR19,65581,60321.248594129625,2460321.7489670026,202207231.16861564,-4.625671664732032,135.75827541835451,-0.2291443910279286,19.82225294996264,0.055857924982262,-189430886.6841673,258599345.9113013,123132626.50838464,-18.380987307333186,-7.108251290328387,-3.748475770006847,-53152263.60080399,125880945.61639662,54563482.93387291,-28.583241492479623,-10.237999899327177,-4.326427634362065,9.012991920077145
2000 QR19,65628,60321.271009641234,2460321.7713820026,202198334.22784343,-4.562417609750037,135.7528131896094,-0.2293163993812887,19.823499904822967,0.0554024190637566,-189466483.7142288,258585577.87293103,123125366.1320214,-18.379784656793152,-7.109892798457794,-3.749257378687709,-53207578.368231855,125861067.5240535,54555099.75455987,-28.53978789887819,-10.289342053509175,-4.330950230217343,9.001426308292634
