index ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0)
348990 387449 858403 61699.184032 285548569.889787 -5.43 37.2807 -0.195634 -3.186433 -0.076713 359377786.023 235085943.798 11167471.696 -11.924 12.183 6.382 132524458.076 62390748.791 27039707.855 -14.239 24.581 10.498 6.211408 24.176 4.176
348978 387449 858391 61699.177666 285551562.064009 -5.449 37.281945 -0.195551 -3.185944 -0.076739 359384345.004 235079242.258 11163961.121 -11.924 12.183 6.382 132532285.66 62377225.307 27033932.881 -14.221 24.589 10.499 6.212311 24.176 4.176
348976 387449 858389 61699.176832 285551954.478632 -5.451 37.282108 -0.19554 -3.18588 -0.076743 359385203.52 235078365.06 11163501.609 -11.924 12.183 6.382 132533309.517 62375454.858 27033176.952 -14.219 24.59 10.499 6.212429 24.176 4.176
348975 387449 858388 61699.176416 285552150.751475 -5.453 37.282189 -0.195534 -3.185848 -0.076744 359385632.776 235077926.461 11163271.853 -11.924 12.183 6.382 132533821.382 62374569.607 27032798.985 -14.218 24.591 10.499 6.212488 24.176 4.176
348974 387449 858387 61699.175999 285552347.068038 -5.454 37.282271 -0.195528 -3.185816 -0.076746 359386062.032 235077487.86 11163042.096 -11.924 12.183 6.382 132534333.205 62373684.338 27032421.017 -14.217 24.591 10.499 6.212548 24.176 4.176
348973 387449 858386 61699.175582 285552543.428047 -5.455 37.282352 -0.195522 -3.185784 -0.076748 359386491.287 235077049.26 11162812.34 -11.924 12.183 6.382 132534844.985 62372799.054 27032043.048 -14.216 24.591 10.499 6.212607 24.176 4.176
348972 387449 858385 61699.175166 285552739.831847 -5.456 37.282434 -0.195516 -3.185752 -0.076749 359386920.541 235076610.659 11162582.584 -11.923 12.183 6.382 132535356.724 62371913.751 27031665.078 -14.214 24.592 10.499 6.212666 24.176 4.176
348971 387449 858384 61699.174749 285552936.279288 -5.457 37.282515 -0.19551 -3.18572 -0.076751 359387349.794 235076172.057 11162352.828 -11.923 12.183 6.382 132535868.42 62371028.431 27031287.106 -14.213 24.592 10.499 6.212725 24.176 4.176
348970 387449 858383 61699.174332 285553132.7703 -5.459 37.282597 -0.195504 -3.185688 -0.076753 359387779.047 235075733.455 11162123.072 -11.923 12.183 6.382 132536380.073 62370143.095 27030909.132 -14.212 24.593 10.499 6.212784 24.176 4.176
348969 387449 858382 61699.173916 285553329.304855 -5.46 37.282678 -0.195497 -3.185656 -0.076754 359388208.299 235075294.852 11161893.315 -11.923 12.183 6.382 132536891.685 62369257.741 27030531.158 -14.211 24.593 10.499 6.212843 24.176 4.176
348968 387449 858381 61699.173499 285553525.882884 -5.461 37.28276 -0.195491 -3.185624 -0.076756 359388637.55 235074856.249 11161663.559 -11.923 12.183 6.382 132537403.254 62368372.371 27030153.182 -14.21 24.594 10.499 6.212902 24.176 4.176
348967 387449 858380 61699.171716 285554367.290395 -5.466 37.283108 -0.195464 -3.185488 -0.076763 359390473.781 235072979.997 11160680.712 -11.923 12.183 6.382 132539591.151 62364584.767 27028536.272 -14.205 24.596 10.499 6.213155 24.176 4.176
348966 387449 858379 61699.1713 285554564.097656 -5.467 37.283189 -0.195458 -3.185456 -0.076765 359390903.028 235072541.391 11160450.956 -11.923 12.183 6.382 132540102.496 62363699.31 27028158.289 -14.203 24.596 10.5 6.213214 24.176 4.176
348977 387449 858390 61699.177249 285551758.249454 -5.45 37.282026 -0.195546 -3.185912 -0.076741 359384774.262 235078803.659 11163731.365 -11.924 12.183 6.382 132532797.61 62376340.091 27033554.917 -14.22 24.59 10.499 6.21237 24.176 4.176
348965 387449 858378 61699.170883 285554760.948251 -5.469 37.283271 -0.195451 -3.185424 -0.076766 359391332.274 235072102.784 11160221.199 -11.923 12.183 6.382 132540613.798 62362813.836 27027780.305 -14.202 24.597 10.5 6.213273 24.176 4.176
348991 387449 858404 61699.184449 285548374.419758 -5.429 37.280618 -0.195639 -3.186465 -0.076712 359377356.753 235086382.388 11167701.451 -11.924 12.183 6.382 132523945.447 62391633.709 27040085.798 -14.24 24.581 10.498 6.211349 24.176 4.176
348993 387449 858406 61699.185282 285547983.612406 -5.427 37.280455 -0.195649 -3.186528 -0.076708 359376498.209 235087259.567 11168160.962 -11.924 12.183 6.382 132522920.063 62393403.486 27040841.68 -14.243 24.58 10.498 6.211231 24.176 4.176
348797 387449 614647 61299.019451 401384745.946041 14.196 318.925492 -0.118899 -23.644722 -0.039735 426428297.853 -258865623.958 -168472905.143 6.64 12.812 3.068 149244190.552 -17279623.688 -7491868.403 3.613 27.165 11.712 10.417045 25.539 5.539
349017 387449 858803 61701.120213 284732035.718527 -4.649 36.911139 -0.199029 -3.33132 -0.073215 357374630.861 237118466.686 12234835.736 -12.024 12.117 6.379 130096728.476 66404285.377 28780542.06 -14.981 24.189 10.313 5.987198 24.156 4.156
349016 387449 858802 61701.119796 284732203.109913 -4.65 36.911222 -0.199018 -3.33129 -0.073217 357375063.748 237118030.482 12234606.1 -12.024 12.117 6.379 130097267.786 66403414.573 28780170.804 -14.98 24.189 10.313 5.987238 24.156 4.156
349015 387449 858668 61699.310614 285491226.69813 -5.063 37.255931 -0.194989 -3.19611 -0.0762 359247339.134 235219162.61 11237269.606 -11.931 12.179 6.382 132367085.643 62658336.049 27154465.485 -14.509 24.324 10.487 6.193633 24.174 4.174
349014 387449 858618 61699.286767 285501724.59351 -5.128 37.260587 -0.195434 -3.194292 -0.076293 359271919.522 235194069.121 11224120.55 -11.929 12.179 6.382 132396943.745 62608156.746 27132855.658 -14.473 24.384 10.489 6.196948 24.174 4.174
349013 387449 858426 61699.193615 285544085.284948 -5.402 37.278824 -0.195738 -3.187168 -0.076675 359367912.601 235096031.244 11172756.07 -11.924 12.183 6.382 132512657.187 62411096.902 27048400.218 -14.265 24.568 10.498 6.21005 24.175 4.175
349012 387449 858425 61699.193199 285544279.779186 -5.403 37.278906 -0.195734 -3.187136 -0.076676 359368341.889 235095592.665 11172526.315 -11.924 12.183 6.382 132513170.719 62410212.425 27048022.303 -14.264 24.569 10.498 6.210109 24.175 4.175
349011 387449 858424 61699.192782 285544474.317969 -5.404 37.278987 -0.19573 -3.187104 -0.076678 359368771.176 235095154.085 11172296.56 -11.924 12.183 6.382 132513684.209 62409327.927 27047644.387 -14.263 24.57 10.498 6.210168 24.175 4.175
349010 387449 858423 61699.192365 285544668.901033 -5.406 37.279069 -0.195726 -3.187072 -0.07668 359369200.462 235094715.506 11172066.805 -11.924 12.183 6.382 132514197.659 62408443.41 27047266.471 -14.262 24.57 10.498 6.210227 24.176 4.176
349009 387449 858422 61699.191949 285544863.528856 -5.407 37.27915 -0.195722 -3.18704 -0.076681 359369629.747 235094276.925 11171837.049 -11.924 12.183 6.382 132514711.069 62407558.871 27046888.552 -14.261 24.571 10.498 6.210286 24.176 4.176
349007 387449 858420 61699.191115 285545252.917969 -5.409 37.279314 -0.195714 -3.186976 -0.076685 359370488.316 235093399.762 11171377.539 -11.924 12.183 6.382 132515737.766 62405789.73 27046132.711 -14.259 24.572 10.498 6.210404 24.176 4.176
348992 387449 858405 61699.184865 285548178.994122 -5.428 37.280537 -0.195644 -3.186497 -0.07671 359376927.482 235086820.978 11167931.207 -11.924 12.183 6.382 132523432.776 62392518.607 27040463.74 -14.241 24.58 10.498 6.21129 24.176 4.176
349006 387449 858419 61699.190699 285545447.679183 -5.411 37.279395 -0.195709 -3.186944 -0.076686 359370917.599 235092961.18 11171147.784 -11.924 12.183 6.382 132516251.054 62404905.129 27045754.789 -14.257 24.573 10.498 6.210463 24.176 4.176
349004 387449 858417 61699.189865 285545837.335002 -5.413 37.279558 -0.195701 -3.18688 -0.07669 359371776.163 235092084.014 11170688.273 -11.924 12.183 6.382 132517277.506 62403135.865 27044998.94 -14.255 24.574 10.498 6.210582 24.176 4.176
349003 387449 858416 61699.189449 285546032.229282 -5.414 37.27964 -0.195696 -3.186848 -0.076691 359372205.444 235091645.431 11170458.518 -11.924 12.183 6.382 132517790.671 62402251.204 27044621.014 -14.254 24.574 10.498 6.210641 24.176 4.176
349002 387449 858415 61699.189032 285546227.168197 -5.416 37.279721 -0.195692 -3.186816 -0.076693 359372634.724 235091206.847 11170228.762 -11.924 12.183 6.382 132518303.795 62401366.521 27044243.086 -14.253 24.575 10.498 6.2107 24.176 4.176
349001 387449 858414 61699.188615 285546422.151481 -5.417 37.279803 -0.195687 -3.186784 -0.076695 359373064.003 235090768.262 11169999.007 -11.924 12.183 6.382 132518816.878 62400481.819 27043865.157 -14.252 24.575 10.498 6.210759 24.176 4.176
349000 387449 858413 61699.188199 285546617.179115 -5.418 37.279884 -0.195683 -3.186752 -0.076697 359373493.282 235090329.677 11169769.251 -11.924 12.183 6.382 132519329.921 62399597.096 27043487.227 -14.251 24.576 10.498 6.210818 24.176 4.176
348999 387449 858412 61699.187782 285546812.251038 -5.419 37.279966 -0.195678 -3.18672 -0.076698 359373922.559 235089891.092 11169539.496 -11.924 12.183 6.382 132519842.922 62398712.354 27043109.296 -14.249 24.576 10.498 6.210877 24.176 4.176
348998 387449 858411 61699.187365 285547007.367313 -5.421 37.280047 -0.195673 -3.186688 -0.0767 359374351.836 235089452.505 11169309.74 -11.924 12.183 6.382 132520355.882 62397827.591 27042731.363 -14.248 24.577 10.498 6.210936 24.176 4.176
348997 387449 858410 61699.186949 285547202.527673 -5.422 37.280129 -0.195669 -3.186656 -0.076702 359374781.112 235089013.919 11169079.985 -11.924 12.183 6.382 132520868.8 62396942.81 27042353.429 -14.247 24.578 10.498 6.210995 24.176 4.176
348996 387449 858409 61699.186532 285547397.732511 -5.423 37.280211 -0.195664 -3.186624 -0.076703 359375210.388 235088575.332 11168850.229 -11.924 12.183 6.382 132521381.678 62396058.008 27041975.494 -14.246 24.578 10.498 6.211054 24.176 4.176
348995 387449 858408 61699.186115 285547592.981558 -5.424 37.280292 -0.195659 -3.186592 -0.076705 359375639.662 235088136.744 11168620.474 -11.924 12.183 6.382 132521894.514 62395173.187 27041597.557 -14.245 24.579 10.498 6.211113 24.176 4.176
348994 387449 858407 61699.185699 285547788.274877 -5.425 37.280374 -0.195654 -3.18656 -0.076707 359376068.936 235087698.156 11168390.718 -11.924 12.183 6.382 132522407.31 62394288.346 27041219.619 -14.244 24.579 10.498 6.211172 24.176 4.176
349005 387449 858418 61699.190282 285545642.48488 -5.412 37.279477 -0.195705 -3.186912 -0.076688 359371346.882 235092522.598 11170918.028 -11.924 12.183 6.382 132516764.3 62404020.507 27045376.865 -14.256 24.573 10.498 6.210522 24.176 4.176
348964 387449 858377 61699.170466 285554957.842149 -5.47 37.283352 -0.195445 -3.185392 -0.076768 359391761.52 235071664.177 11159991.443 -11.923 12.183 6.382 132541125.057 62361928.346 27027402.32 -14.201 24.597 10.5 6.213333 24.176 4.176
348963 387449 858376 61699.17005 285555154.779322 -5.471 37.283434 -0.195438 -3.18536 -0.07677 359392190.764 235071225.57 11159761.686 -11.923 12.183 6.382 132541636.274 62361042.84 27027024.334 -14.2 24.598 10.5 6.213392 24.176 4.176
348962 387449 858375 61699.169633 285555351.759697 -5.472 37.283515 -0.195431 -3.185328 -0.076771 359392620.008 235070786.962 11159531.93 -11.923 12.183 6.382 132542147.447 62360157.319 27026646.346 -14.199 24.598 10.5 6.213451 24.176 4.176
348932 387449 858345 61699.154402 285562581.8812 -5.516 37.28649 -0.195157 -3.184158 -0.076831 359408310.72 235054753.054 11151133.034 -11.922 12.184 6.382 132560804.072 62327776.503 27012827.912 -14.155 24.612 10.501 6.215614 24.176 4.176
348931 387449 858344 61699.153985 285562780.46133 -5.517 37.286571 -0.195149 -3.184126 -0.076833 359408739.935 235054314.427 11150903.276 -11.922 12.184 6.382 132561313.619 62326890.453 27012449.876 -14.153 24.613 10.501 6.215673 24.176 4.176
348930 387449 858343 61699.153568 285562979.083094 -5.518 37.286652 -0.19514 -3.184094 -0.076835 359409169.148 235053875.8 11150673.519 -11.922 12.184 6.382 132561823.121 62326004.391 27012071.839 -14.152 24.613 10.501 6.215732 24.176 4.176
348929 387449 858342 61699.153152 285563177.746956 -5.519 37.286734 -0.195132 -3.184062 -0.076836 359409598.361 235053437.172 11150443.761 -11.922 12.184 6.382 132562332.58 62325118.317 27011693.8 -14.151 24.613 10.501 6.215792 24.176 4.176
348928 387449 858341 61699.152735 285563376.452624 -5.52 37.286815 -0.195123 -3.18403 -0.076838 359410027.574 235052998.543 11150214.004 -11.922 12.184 6.382 132562841.996 62324232.23 27011315.76 -14.15 24.614 10.501 6.215851 24.176 4.176
348927 387449 858340 61699.152318 285563575.200058 -5.521 37.286896 -0.195115 -3.183998 -0.076839 359410456.785 235052559.914 11149984.246 -11.922 12.184 6.382 132563351.367 62323346.131 27010937.719 -14.149 24.614 10.501 6.21591 24.176 4.176
348926 387449 858339 61699.151902 285563773.989173 -5.522 37.286978 -0.195106 -3.183966 -0.076841 359410885.996 235052121.284 11149754.488 -11.922 12.184 6.382 132563860.694 62322460.021 27010559.677 -14.147 24.614 10.501 6.215969 24.176 4.176
348925 387449 858338 61699.151485 285563972.820014 -5.524 37.287059 -0.195098 -3.183934 -0.076843 359411315.206 235051682.654 11149524.731 -11.922 12.184 6.382 132564369.978 62321573.898 27010181.633 -14.146 24.615 10.501 6.216029 24.176 4.176
348924 387449 858337 61699.151068 285564171.692498 -5.525 37.28714 -0.195089 -3.183902 -0.076844 359411744.415 235051244.023 11149294.973 -11.922 12.184 6.382 132564879.217 62320687.764 27009803.588 -14.145 24.615 10.501 6.216088 24.176 4.176
348923 387449 858336 61699.150652 285564370.606371 -5.526 37.287222 -0.19508 -3.18387 -0.076846 359412173.623 235050805.392 11149065.215 -11.922 12.184 6.382 132565388.412 62319801.62 27009425.542 -14.144 24.615 10.501 6.216147 24.176 4.176
348922 387449 858335 61699.150235 285564569.561972 -5.527 37.287303 -0.195071 -3.183838 -0.076847 359412602.831 235050366.76 11148835.458 -11.922 12.184 6.382 132565897.563 62318915.463 27009047.494 -14.142 24.616 10.501 6.216206 24.176 4.176
348933 387449 858346 61699.154818 285562383.342995 -5.514 37.286409 -0.195165 -3.18419 -0.07683 359407881.505 235055191.681 11151362.791 -11.922 12.184 6.382 132560294.482 62328662.541 27013205.947 -14.156 24.612 10.501 6.215555 24.176 4.176
348921 387449 858334 61699.149818 285564768.559132 -5.528 37.287384 -0.195063 -3.183806 -0.076849 359413032.038 235049928.128 11148605.7 -11.922 12.184 6.382 132566406.67 62318029.295 27008669.445 -14.141 24.616 10.501 6.216265 24.176 4.176
348919 387449 858332 61699.148985 285565166.677834 -5.531 37.287547 -0.195045 -3.183742 -0.076852 359413890.449 235049050.861 11148146.184 -11.922 12.184 6.382 132567424.753 62316256.924 27007913.343 -14.139 24.617 10.501 6.216384 24.176 4.176
348918 387449 858331 61699.148568 285565365.799249 -5.532 37.287628 -0.195036 -3.18371 -0.076854 359414319.653 235048612.228 11147916.426 -11.922 12.184 6.382 132567933.728 62315370.723 27007535.291 -14.138 24.617 10.501 6.216443 24.176 4.176
348917 387449 857778 61698.264043 285990383.967303 -5.669 37.452817 -0.193221 -3.115203 -0.078131 360323703.081 234116305.954 10660118.648 -11.876 12.214 6.383 133624468.197 60460283.3 26201911.949 -13.966 24.654 10.583 6.346057 24.187 4.187
348916 387449 857775 61698.262695 285991044.05566 -5.673 37.453077 -0.193233 -3.115098 -0.078136 360325085.514 234114884.18 10659375.586 -11.876 12.214 6.383 133626093.738 60457413.334 26200680.103 -13.963 24.657 10.583 6.346273 24.187 4.187
348915 387449 857728 61698.239993 286002236.401818 -5.74 37.457465 -0.193353 -3.113323 -0.078226 360348379.126 234090925.604 10646854.49 -11.875 12.215 6.383 133653435.314 60409002.398 26179920.743 -13.914 24.704 10.585 6.349928 24.187 4.187
348914 387449 857725 61698.238645 286002905.171766 -5.744 37.457726 -0.193356 -3.113218 -0.078231 360349762.248 234089502.875 10646110.974 -11.875 12.215 6.383 133655055.783 60406124.856 26178687.916 -13.911 24.707 10.585 6.350145 24.187 4.187
348913 387449 857719 61698.235928 286004254.813646 -5.752 37.458251 -0.19336 -3.113005 -0.078242 360352550.547 234086634.691 10644612.073 -11.875 12.215 6.383 133658321.485 60400322.915 26176202.541 -13.905 24.712 10.585 6.350583 24.187 4.187
348912 387449 857669 61698.211776 286016333.037011 -5.824 37.462921 -0.193304 -3.111114 -0.078338 360377328.551 234061144.34 10631291.374 -11.873 12.216 6.384 133687276.021 60348710.176 26154112.793 -13.846 24.755 10.587 6.354485 24.187 4.187
348911 387449 856903 61697.228031 286528566.123109 -6.25 37.644838 -0.190619 -3.033288 -0.079914 361384360.352 233021423.346 10088646.24 -11.822 12.249 6.385 134825483.758 58264981.495 25250625.686 -13.416 24.934 10.673 6.517775 24.2 4.2
348910 387449 856853 61697.204062 286541582.759264 -6.321 37.649405 -0.190487 -3.031371 -0.080005 361408841.839 232996055.977 10075423.433 -11.821 12.25 6.385 134853204.319 58213304.088 25228520.448 -13.355 24.973 10.675 6.522095 24.201 4.201
348909 387449 856267 61696.307351 287043813.537579 -6.491 37.812198 -0.187099 -2.959054 -0.081171 362322891.151 232045810.693 9580677.682 -11.774 12.28 6.386 135853597.987 56300977.596 24398530.397 -13.103 24.963 10.752 6.685512 24.213 4.213
348920 387449 858333 61699.149402 285564967.597767 -5.529 37.287465 -0.195054 -3.183774 -0.076851 359413461.244 235049489.495 11148375.942 -11.922 12.184 6.382 132566915.734 62317143.115 27008291.395 -14.14 24.616 10.501 6.216325 24.176 4.176
348934 387449 858347 61699.155235 285562184.846797 -5.513 37.286327 -0.195173 -3.184222 -0.076828 359407452.288 235055630.307 11151592.549 -11.922 12.184 6.382 132559784.847 62329548.567 27013583.98 -14.157 24.612 10.501 6.215496 24.176 4.176
348935 387449 858348 61699.155652 285561986.392562 -5.512 37.286246 -0.195182 -3.184254 -0.076826 359407023.071 235056068.933 11151822.306 -11.922 12.184 6.382 132559275.169 62330434.58 27013962.013 -14.158 24.611 10.501 6.215436 24.176 4.176
348936 387449 858349 61699.156068 285561787.980371 -5.511 37.286165 -0.19519 -3.184286 -0.076825 359406593.854 235056507.558 11152052.064 -11.923 12.184 6.382 132558765.447 62331320.58 27014340.043 -14.16 24.611 10.501 6.215377 24.176 4.176
348961 387449 858374 61699.169216 285555548.783326 -5.473 37.283597 -0.195425 -3.185296 -0.076773 359393049.251 235070348.353 11159302.173 -11.923 12.183 6.382 132542658.578 62359271.781 27026268.357 -14.197 24.598 10.5 6.21351 24.176 4.176
348960 387449 858373 61699.1688 285555745.849928 -5.475 37.283678 -0.195418 -3.185264 -0.076775 359393478.493 235069909.745 11159072.417 -11.923 12.183 6.382 132543169.666 62358386.229 27025890.367 -14.196 24.599 10.5 6.213569 24.176 4.176
348959 387449 858372 61699.168383 285555942.959849 -5.476 37.283759 -0.195411 -3.185232 -0.076776 359393907.735 235069471.135 11158842.66 -11.923 12.183 6.382 132543680.711 62357500.661 27025512.375 -14.195 24.599 10.5 6.213628 24.176 4.176
348958 387449 858371 61699.167966 285556140.112931 -5.477 37.283841 -0.195404 -3.1852 -0.076778 359394336.976 235069032.525 11158612.903 -11.923 12.183 6.382 132544191.714 62356615.076 27025134.382 -14.194 24.6 10.5 6.213687 24.176 4.176
348957 387449 858370 61699.16755 285556337.309101 -5.478 37.283922 -0.195397 -3.185168 -0.07678 359394766.216 235068593.915 11158383.146 -11.923 12.183 6.382 132544702.673 62355729.476 27024756.388 -14.193 24.6 10.5 6.213747 24.176 4.176
348956 387449 858369 61699.167133 285556534.548328 -5.479 37.284004 -0.19539 -3.185136 -0.076781 359395195.455 235068155.304 11158153.39 -11.923 12.183 6.382 132545213.59 62354843.861 27024378.393 -14.192 24.601 10.5 6.213806 24.176 4.176
348955 387449 858368 61699.166716 285556731.830537 -5.481 37.284085 -0.195383 -3.185104 -0.076783 359395624.693 235067716.692 11157923.633 -11.923 12.183 6.382 132545724.463 62353958.231 27024000.396 -14.19 24.601 10.5 6.213865 24.176 4.176
348954 387449 858367 61699.1663 285556929.155571 -5.482 37.284166 -0.195376 -3.185072 -0.076785 359396053.93 235067278.08 11157693.876 -11.923 12.183 6.382 132546235.293 62353072.586 27023622.398 -14.189 24.601 10.5 6.213924 24.176 4.176
348953 387449 858366 61699.165883 285557126.523774 -5.483 37.284248 -0.195369 -3.18504 -0.076786 359396483.167 235066839.468 11157464.12 -11.923 12.183 6.382 132546746.081 62352186.926 27023244.399 -14.188 24.602 10.5 6.213983 24.176 4.176
348952 387449 858365 61699.165466 285557323.934861 -5.484 37.284329 -0.195362 -3.185008 -0.076788 359396912.403 235066400.855 11157234.363 -11.923 12.183 6.382 132547256.826 62351301.25 27022866.398 -14.187 24.602 10.5 6.214042 24.176 4.176
348951 387449 858364 61699.16505 285557521.388884 -5.485 37.284411 -0.195355 -3.184976 -0.07679 359397341.639 235065962.241 11157004.606 -11.923 12.183 6.382 132547767.527 62350415.56 27022488.396 -14.186 24.603 10.5 6.214102 24.176 4.176
348950 387449 858363 61699.164633 285557718.885767 -5.487 37.284492 -0.195348 -3.184944 -0.076791 359397770.873 235065523.627 11156774.849 -11.923 12.184 6.382 132548278.185 62349529.854 27022110.393 -14.184 24.603 10.5 6.214161 24.176 4.176
348949 387449 858362 61699.164216 285557916.425476 -5.488 37.284573 -0.195341 -3.184912 -0.076793 359398200.107 235065085.012 11156545.092 -11.923 12.184 6.382 132548788.801 62348644.134 27021732.389 -14.183 24.604 10.5 6.21422 24.176 4.176
348948 387449 858361 61699.1638 285558114.007727 -5.489 37.284655 -0.195333 -3.18488 -0.076794 359398629.34 235064646.398 11156315.335 -11.923 12.184 6.382 132549299.372 62347758.401 27021354.383 -14.182 24.604 10.5 6.214279 24.176 4.176
348947 387449 858360 61699.162017 285558959.703931 -5.494 37.285003 -0.195302 -3.184743 -0.076801 359400465.494 235062770.094 11155332.486 -11.923 12.184 6.382 132551482.997 62343969.264 27019737.344 -14.177 24.606 10.5 6.214532 24.176 4.176
348946 387449 858359 61699.161601 285559157.511672 -5.495 37.285084 -0.195294 -3.184711 -0.076803 359400894.723 235062331.476 11155102.729 -11.923 12.184 6.382 132551993.341 62343083.454 27019359.332 -14.176 24.606 10.5 6.214591 24.176 4.176
348945 387449 858358 61699.161184 285559355.362031 -5.496 37.285166 -0.195287 -3.184679 -0.076805 359401323.951 235061892.858 11154872.972 -11.923 12.184 6.382 132552503.641 62342197.63 27018981.318 -14.174 24.606 10.5 6.214651 24.176 4.176
348944 387449 858357 61699.160767 285559553.254929 -5.498 37.285247 -0.195279 -3.184647 -0.076806 359401753.178 235061454.239 11154643.215 -11.923 12.184 6.382 132553013.898 62341311.792 27018603.303 -14.173 24.607 10.5 6.21471 24.176 4.176
348943 387449 858356 61699.160351 285559751.19033 -5.499 37.285328 -0.195271 -3.184615 -0.076808 359402182.405 235061015.619 11154413.457 -11.923 12.184 6.382 132553524.111 62340425.94 27018225.286 -14.172 24.607 10.5 6.214769 24.176 4.176
348942 387449 858355 61699.159934 285559949.167947 -5.5 37.28541 -0.195264 -3.184583 -0.07681 359402611.63 235060577.0 11154183.701 -11.923 12.184 6.382 132554034.281 62339540.076 27017847.269 -14.171 24.608 10.501 6.214828 24.176 4.176
348941 387449 858354 61699.159517 285560147.188248 -5.501 37.285491 -0.195256 -3.184551 -0.076811 359403040.855 235060138.379 11153953.943 -11.923 12.184 6.382 132554544.407 62338654.197 27017469.25 -14.17 24.608 10.501 6.214887 24.176 4.176
348940 387449 858353 61699.159101 285560345.250942 -5.502 37.285573 -0.195248 -3.184519 -0.076813 359403470.079 235059699.758 11153724.186 -11.923 12.184 6.382 132555054.49 62337768.305 27017091.229 -14.168 24.608 10.501 6.214946 24.176 4.176
348939 387449 858352 61699.158684 285560543.355953 -5.504 37.285654 -0.19524 -3.184487 -0.076815 359403899.303 235059261.137 11153494.429 -11.923 12.184 6.382 132555564.53 62336882.399 27016713.208 -14.167 24.609 10.501 6.215006 24.176 4.176
348938 387449 858351 61699.158267 285560741.503326 -5.505 37.285735 -0.195232 -3.184455 -0.076816 359404328.525 235058822.515 11153264.672 -11.923 12.184 6.382 132556074.526 62335996.48 27016335.185 -14.166 24.609 10.501 6.215065 24.176 4.176
348937 387449 858350 61699.156485 285561589.610515 -5.51 37.286083 -0.195198 -3.184318 -0.076823 359406164.636 235056946.182 11152281.821 -11.923 12.184 6.382 132558255.682 62332206.567 27014718.073 -14.161 24.611 10.501 6.215318 24.176 4.176
348907 387449 856177 61696.266727 287066795.599387 -6.606 37.819811 -0.187612 -2.955754 -0.081315 362364214.901 232002706.427 9558261.762 -11.772 12.281 6.386 135899469.665 56213188.76 24360787.078 -13.031 25.058 10.755 6.693452 24.214 4.214
348796 387449 612036 61294.237876 395825532.063459 12.782 319.519197 -0.138125 -23.435388 -0.047289 423652259.779 -264138358.496 -169727079.503 6.799 12.714 3.004 147413901.241 -28368551.128 -12301465.793 5.601 27.059 11.557 9.224378 25.464 5.464
348590 387449 106542 60378.348328 314695029.445987 -10.768 209.02556 -0.090344 4.712908 0.10551 -420024495.771 -125990283.834 37206097.57 1.144 -16.755 -5.878 -145784497.572 26183415.552 11349803.129 -5.945 -27.235 -11.678 12.286143 24.694 4.694
348794 387449 610022 61291.219665 392722227.266584 11.481 319.942077 -0.150191 -23.279083 -0.053704 421866235.367 -267445656.108 -170505249.334 6.899 12.652 2.964 145749494.617 -35280132.683 -15297427.855 7.159 26.732 11.415 8.427428 25.415 5.415
348652 387449 319171 60786.378605 447960973.996371 -21.223 273.884082 -0.00344 -15.51145 0.009202 -99404901.452 -502038782.567 -150742580.798 13.653 -3.3 -3.709 -128643731.357 -71385302.89 -30943949.13 15.324 -23.461 -10.187 14.526936 25.96 5.96
348651 387449 177118 60493.003463 432210157.700843 26.283 199.255648 0.114901 4.938722 -0.118704 -379371047.606 -279316188.133 -22315114.432 6.775 -13.943 -5.998 27144873.279 -137309492.311 -59524191.182 29.041 4.423 2.066 18.725359 25.756 5.756
348650 387449 177068 60492.979529 432155871.022788 26.222 199.252901 0.114724 4.941562 -0.118622 -379385054.097 -279287357.195 -22302713.65 6.774 -13.944 -5.998 27084874.524 -137318598.257 -59528457.943 28.989 4.385 2.061 18.724913 25.756 5.756
348649 387449 174965 60490.965998 427605723.605026 26.078 199.020325 0.107062 5.178324 -0.116515 -380556076.481 -276856372.463 -21258993.842 6.69 -14.005 -6.002 22053713.283 -138066913.347 -59852889.809 29.1 3.463 1.668 18.687811 25.729 5.729
348648 387449 174943 60490.954787 427580478.539247 26.049 199.019125 0.107052 5.17963 -0.116475 -380562555.55 -276842807.659 -21253180.408 6.689 -14.006 -6.002 22025540.062 -138070262.044 -59854504.297 29.073 3.452 1.666 18.687514 25.729 5.729
348647 387449 172073 60488.055537 421063508.213947 26.102 198.711129 0.096156 5.512946 -0.113553 -382222873.812 -273323727.446 -19748917.139 6.568 -14.093 -6.009 14741878.336 -138872609.634 -60200757.312 29.442 2.251 1.098 18.606873 25.689 5.689
348646 387449 172072 60488.055092 421062504.970055 26.101 198.711086 0.096148 5.512996 -0.113552 -382223126.237 -273323185.784 -19748686.196 6.568 -14.093 -6.009 14740746.682 -138872696.122 -60200799.509 29.442 2.25 1.098 18.606856 25.689 5.689
