 ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0
2085 S1000004a 791148 61599.292484 209800910.165 -14.71 326.546945 -0.057814 -2.172265 -0.058961 227720384.217 -246422573.961 -64675521.586 13.979 15.835 2.131 52801345.552 -130852192.178 -56723210.294 27.672 9.724 4.071 16.250763 13.965 3.405
2086 S1000004a 791198 61599.316568 209770372.579 -14.641 326.545552 -0.057891 -2.173686 -0.059015 227749472.168 -246389620.125 -64671085.975 13.977 15.837 2.132 52858869.378 -130831914.533 -56714734.581 27.615 9.765 4.075 16.242264 13.964 3.404
2087 S1000004a 791244 61599.338828 209742272.673 -14.58 326.544264 -0.057769 -2.175 -0.059066 227776354.356 -246359158.745 -64666985.447 13.976 15.838 2.132 52911928.113 -130813103.517 -56706892.271 27.559 9.795 4.08 16.234409 13.963 3.403
2088 S1000004a 791247 61599.340175 209740576.159 -14.576 326.544186 -0.057756 -2.175079 -0.059069 227777980.895 -246357315.444 -64666737.3 13.976 15.838 2.132 52915135.177 -130811963.462 -56706417.476 27.556 9.797 4.08 16.233934 13.963 3.403
2089 S1000004a 791294 61599.36294 209711968.018 -14.515 326.542875 -0.057433 -2.176425 -0.059123 227805468.859 -246326160.829 -64662543.028 13.974 15.84 2.133 52969274.411 -130792670.159 -56698388.616 27.496 9.82 4.084 16.225905 13.963 3.403
2090 S1000004a 791297 61599.364283 209710283.874 -14.512 326.542798 -0.057409 -2.176504 -0.059126 227807090.533 -246324322.635 -64662295.544 13.974 15.84 2.133 52972464.868 -130791530.542 -56697914.654 27.492 9.821 4.085 16.225432 13.963 3.403
2091 S1000004a 792118 61600.266521 208576103.34 -14.477 326.497192 -0.063704 -2.23177 -0.063265 228894173.169 -245086986.608 -64495388.427 13.915 15.904 2.149 55103078.669 -130044931.53 -56373043.493 27.545 10.099 4.249 15.911671 13.939 3.379
2092 S1000004a 792168 61600.29088 208545707.709 -14.408 326.495637 -0.063992 -2.233312 -0.063317 228923457.984 -245053512.254 -64490864.173 13.913 15.906 2.15 55160995.428 -130023624.782 -56364095.75 27.493 10.148 4.254 15.902908 13.938 3.378
2093 S1000004a 793092 61601.248188 207366715.343 -14.217 326.441115 -0.069524 -2.295941 -0.067607 230071689.46 -243735086.04 -64312304.356 13.85 15.973 2.168 57407959.309 -129196097.373 -56004985.335 27.392 10.483 4.428 15.563134 13.913 3.353
2094 S1000004a 793142 61601.272947 207336376.06 -14.148 326.439388 -0.069958 -2.297616 -0.06766 230101317.109 -243700913.064 -64307666.691 13.848 15.975 2.168 57466503.718 -129173612.32 -55995508.212 27.342 10.537 4.433 15.554059 13.912 3.352
2095 S1000004a 799425 61610.123803 197644946.554 -11.487 325.676931 -0.117396 -3.069453 -0.107155 240462513.463 -231249103.157 -62587075.976 13.243 16.586 2.331 77467387.597 -119965184.58 -52003894.716 25.544 13.855 5.989 12.124726 13.674 3.114
2096 S1000004a 799475 61610.147632 197621348.095 -11.437 325.674119 -0.118618 -3.072007 -0.107205 240489776.923 -231214952.353 -62582275.396 13.241 16.588 2.332 77519963.895 -119936587.629 -51991561.276 25.528 13.924 5.993 12.114727 13.673 3.113
2097 S1000004a 799603 61610.207739 197562334.375 -11.286 325.666914 -0.120905 -3.078454 -0.107299 240558532.237 -231128793.919 -62570162.179 13.237 16.592 2.333 77652359.991 -119863845.924 -51960413.289 25.45 14.086 6.003 12.089419 13.671 3.111
2098 S1000004a 799605 61610.208634 197561461.535 -11.283 325.666806 -0.120929 -3.07855 -0.107301 240559556.128 -231127510.495 -62569981.718 13.237 16.592 2.333 77654328.515 -119862756.323 -51959948.955 25.449 14.088 6.003 12.089041 13.671 3.111
2099 S1000004a 799653 61610.231713 197539026.612 -11.219 325.664009 -0.121452 -3.081027 -0.107329 240585949.657 -231094423.091 -62565329.135 13.235 16.593 2.333 77705032.11 -119834610.348 -51947974.578 25.406 14.142 6.007 12.079301 13.671 3.111
2100 S1000004a 799655 61610.232611 197538156.55 -11.216 325.6639 -0.121468 -3.081123 -0.10733 240586976.247 -231093135.993 -62565148.142 13.235 16.593 2.333 77707002.588 -119833513.394 -51947508.636 25.404 14.144 6.007 12.078922 13.671 3.111
2101 S1000004a 799884 61610.341636 197433969.687 -10.909 325.650637 -0.121056 -3.092831 -0.107461 240711614.183 -230936789.106 -62543157.873 13.227 16.601 2.335 77945086.932 -119699392.759 -51890831.342 25.133 14.305 6.026 12.032879 13.667 3.107
2102 S1000004a 799889 61610.343893 197431842.999 -10.904 325.650364 -0.121 -3.093074 -0.107464 240714193.478 -230933551.921 -62542702.466 13.227 16.601 2.335 77949987.01 -119696603.287 -51889656.185 25.126 14.306 6.027 12.031927 13.667 3.107
2103 S1000004a 799934 61610.365408 197411624.405 -10.85 325.647767 -0.120373 -3.095386 -0.107499 240738781.047 -230902689.447 -62538360.537 13.226 16.602 2.336 77996639.354 -119669998.79 -51878449.184 25.067 14.316 6.031 12.022858 13.667 3.107
2104 S1000004a 799939 61610.367656 197409517.754 -10.845 325.647496 -0.120298 -3.095628 -0.107503 240741349.621 -230899464.996 -62537906.88 13.225 16.603 2.336 78001506.836 -119667218.438 -51877277.948 25.06 14.317 6.031 12.021911 13.667 3.107
2105 S1000004a 799967 61610.380154 197397822.345 -10.816 325.645995 -0.119856 -3.096972 -0.107527 240755631.548 -230881534.979 -62535384.188 13.225 16.603 2.336 78028550.224 -119651756.781 -51870763.912 25.026 14.319 6.033 12.016649 13.666 3.106
2106 S1000004a 799971 61610.381957 197396137.675 -10.812 325.645779 -0.119788 -3.097166 -0.10753 240757691.812 -230878948.279 -62535020.238 13.224 16.604 2.336 78032448.478 -119649526.125 -51869823.986 25.021 14.319 6.034 12.015891 13.666 3.106
2107 S1000004a 800019 61610.405306 197374376.84 -10.763 325.642993 -0.118827 -3.099677 -0.107581 240784368.76 -230845450.909 -62530306.922 13.223 16.605 2.337 78082858.175 -119620643.173 -51857648.232 24.957 14.315 6.038 12.006074 13.666 3.106
2108 S1000004a 800023 61610.407107 197372701.66 -10.76 325.642779 -0.118747 -3.099871 -0.107585 240786427.134 -230842865.97 -62529943.186 13.223 16.605 2.337 78086742.71 -119618414.881 -51856708.352 24.952 14.314 6.038 12.005318 13.666 3.106
2109 S1000004a 800531 61611.168501 196651907.199 -11.023 325.557772 -0.124905 -3.183393 -0.111612 241654529.012 -229748761.543 -62375766.377 13.169 16.657 2.351 79726565.662 -118698995.651 -51455272.467 25.25 14.379 6.165 11.689204 13.645 3.085
2110 S1000004a 800581 61611.192375 196629232.994 -10.961 325.55478 -0.125769 -3.186058 -0.111644 241681691.945 -229714399.912 -62370917.139 13.167 16.658 2.351 79778618.146 -118669268.704 -51442550.445 25.217 14.443 6.17 11.679028 13.644 3.084
2111 S1000004a 800699 61611.248134 196576797.607 -10.805 325.547728 -0.126958 -3.192285 -0.111703 241745118.06 -229634134.487 -62359588.103 13.163 16.662 2.352 79899863.445 -118599368.53 -51412804.759 25.111 14.571 6.179 11.655216 13.643 3.083
2112 S1000004a 800749 61611.272297 196554313.663 -10.735 325.544658 -0.127089 -3.194985 -0.111726 241772596.789 -229599347.17 -62354677.325 13.161 16.664 2.352 79952227.302 -118568903.133 -51399900.485 25.054 14.615 6.183 11.644888 13.642 3.082
2113 S1000004a 800812 61611.302482 196526428.851 -10.649 325.540824 -0.126925 -3.198357 -0.111756 241806920.546 -229555883.081 -62348541.061 13.159 16.666 2.353 80017470.567 -118530727.186 -51383766.996 24.977 14.659 6.189 11.631987 13.641 3.081
2114 S1000004a 800862 61611.326571 196504334.565 -10.583 325.53777 -0.126539 -3.20105 -0.111783 241834308.035 -229521193.482 -62343643.083 13.157 16.667 2.353 80069388.171 -118500190.429 -51370882.058 24.912 14.684 6.193 11.621698 13.64 3.08
2115 S1000004a 802741 61613.26083 194767383.876 -10.018 325.302186 -0.137102 -3.425812 -0.120312 244021730.125 -226724764.082 -61947362.099 13.019 16.797 2.389 84176804.741 -116051919.396 -50308828.225 24.539 15.372 6.515 10.801241 13.587 3.027
2116 S1000004a 802791 61613.285315 194746266.405 -9.947 325.298829 -0.13704 -3.428758 -0.120326 244049271.539 -226689226.068 -61942307.826 13.017 16.799 2.389 84228652.738 -116019358.381 -50295040.294 24.477 15.41 6.52 10.790562 13.586 3.026
2117 S1000004a 802816 61613.296915 194736314.544 -9.914 325.29724 -0.136926 -3.430154 -0.120334 244062317.091 -226672389.876 -61939913.198 13.017 16.8 2.389 84253167.681 -116003907.288 -50288505.604 24.447 15.425 6.522 10.785505 13.586 3.026
2118 S1000004a 802866 61613.321008 194715746.616 -9.848 325.293946 -0.136522 -3.433053 -0.120353 244089412.348 -226637415.631 -61934938.451 13.015 16.801 2.39 84303989.941 -115971769.495 -50274925.504 24.381 15.45 6.526 10.775005 13.585 3.025
2119 S1000004a 806586 61617.169189 191631095.895 -8.71 324.772053 -0.153681 -3.928196 -0.13686 248370345.788 -221008588.19 -61128643.784 12.735 17.056 2.46 92201620.572 -110729560.171 -48000716.611 23.553 16.683 7.149 9.102195 13.478 2.918
2120 S1000004a 806636 61617.192454 191613651.507 -8.646 324.768469 -0.154354 -3.93138 -0.136859 248395942.45 -220974301.068 -61123698.404 12.733 17.058 2.46 92248926.737 -110695966.236 -47986342.951 23.514 16.741 7.153 9.09181 13.477 2.917
2121 S1000004a 807581 61618.165195 190913927.564 -8.316 324.626302 -0.157653 -4.066192 -0.140824 249463079.798 -219537971.285 -60916166.801 12.661 17.121 2.478 94184926.982 -109294787.359 -47378674.646 23.25 17.042 7.306 8.663958 13.45 2.89
2122 S1000004a 807631 61618.189079 190896834.079 -8.251 324.622528 -0.158346 -4.069556 -0.140817 249489204.65 -219502638.436 -60911052.727 12.659 17.123 2.478 94232864.038 -109259558.586 -47363595.186 23.21 17.102 7.31 8.65328 13.45 2.89
2123 S1000004a 809244 61620.259648 189517568.533 -7.221 324.306542 -0.166268 -4.368949 -0.148353 251740143.114 -216427270.906 -60464299.255 12.505 17.257 2.516 98270670.641 -106174844.682 -46027104.805 22.406 17.959 7.629 7.742063 13.392 2.832
2124 S1000004a 809294 61620.28362 189502684.905 -7.152 324.30256 -0.165964 -4.372505 -0.148328 251766040.621 -216391525.88 -60459087.872 12.503 17.259 2.516 98317011.905 -106137614.946 -46011300.296 22.342 17.99 7.633 7.731404 13.391 2.831
2125 S1000004a 811116 61622.207573 188358356.887 -6.532 323.99735 -0.172453 -4.66509 -0.155561 253832352.503 -213512228.178 -60037907.752 12.357 17.383 2.551 101957172.914 -103157726.135 -44718490.137 21.858 18.564 7.919 6.895178 13.338 2.778
2126 S1000004a 811166 61622.231689 188344819.764 -6.461 323.993189 -0.172592 -4.668841 -0.155517 253858099.374 -213476006.976 -60032591.876 12.356 17.384 2.551 102002660.723 -103118997.044 -44701985.694 21.803 18.61 7.923 6.884656 13.337 2.777
2127 S1000004a 814901 61626.130858 186439726.259 -5.034 323.343548 -0.180317 -5.300362 -0.168491 257970315.518 -207577731.69 -59161262.716 12.056 17.631 2.621 109042369.977 -96746252.824 -41938543.809 20.584 19.713 8.475 5.284993 13.233 2.673
2128 S1000004a 814951 61626.154877 186429346.645 -4.969 323.339208 -0.181062 -5.304409 -0.168429 257995332.953 -207541141.449 -59155822.506 12.054 17.632 2.622 109085050.69 -96705278.177 -41920952.927 20.547 19.775 8.478 5.275739 13.232 2.672
2129 S1000004a 814970 61626.163757 186425544.13 -4.944 323.337599 -0.18128 -5.305904 -0.168404 258004580.549 -207527613.787 -59153811.115 12.053 17.633 2.622 109100808.463 -96690098.865 -41914448.069 20.532 19.796 8.479 5.272321 13.232 2.672
2130 S1000004a 815020 61626.187907 186415300.502 -4.874 323.333215 -0.181711 -5.30997 -0.168331 258029728.826 -207490820.054 -59148340.063 12.051 17.634 2.622 109143600.236 -96648734.793 -41896751.76 20.484 19.851 8.483 5.263032 13.231 2.671
2131 S1000004a 815070 61626.210627 186405797.386 -4.808 323.329084 -0.181892 -5.313794 -0.16826 258053384.536 -207456201.943 -59143192.124 12.05 17.636 2.623 109183761.162 -96609721.345 -41880096.716 20.433 19.897 8.486 5.254306 13.231 2.671
2132 S1000004a 815120 61626.234791 186395834.397 -4.736 323.324689 -0.181843 -5.317859 -0.168183 258078540.227 -207419380.11 -59137716.059 12.048 17.637 2.623 109226359.355 -96568136.802 -41862375.965 20.373 19.938 8.489 5.245041 13.23 2.67
2133 S1000004a 815187 61626.266501 186382983.6 -4.645 323.318929 -0.181405 -5.32319 -0.168088 258111545.293 -207371055.197 -59130528.628 12.045 17.639 2.624 109282061.386 -96513451.271 -41839110.669 20.288 19.98 8.494 5.232911 13.229 2.669
2134 S1000004a 815237 61626.290404 186373458.917 -4.58 323.314599 -0.180807 -5.327207 -0.168024 258136419.313 -207334625.362 -59125109.879 12.043 17.641 2.624 109323889.976 -96472166.233 -41821565.594 20.22 20.001 8.497 5.223792 13.229 2.669
2135 S1000004a 816525 61628.207973 185650958.886 -3.946 322.984027 -0.184918 -5.655475 -0.173755 260119376.728 -204402036.351 -58687530.358 11.893 17.76 2.658 112604624.633 -93177215.685 -40392288.368 19.696 20.52 8.754 4.547604 13.182 2.622
2136 S1000004a 816575 61628.23203 185642831.565 -3.875 322.979579 -0.184818 -5.659654 -0.173661 260144096.152 -204365119.875 -58682004.774 11.892 17.761 2.659 112645502.151 -93134521.195 -40374089.589 19.636 20.56 8.757 4.539775 13.182 2.622
2137 S1000004a 817441 61630.175464 185051802.502 -3.166 322.639712 -0.186664 -6.002235 -0.178771 262127985.566 -201372705.463 -58232702.116 11.738 17.881 2.693 115848607.548 -89694251.993 -38882344.412 19.007 21.062 9.008 3.992682 13.142 2.582
2138 S1000004a 817491 61630.199584 185045278.736 -3.095 322.635208 -0.186819 -6.006546 -0.178659 262152444.903 -201335441.407 -58227089.635 11.736 17.882 2.693 115888161.598 -89650308.945 -38863568.908 18.953 21.11 9.011 3.987033 13.142 2.582
2139 S1000004a 821791 61638.205951 184103507.627 0.447 321.229247 -0.182786 -7.496417 -0.191387 270047548.42 -188799180.456 -56315362.264 11.086 18.359 2.833 127736638.785 -74497831.814 -32296447.719 15.684 23.31 9.949 4.365272 13.143 2.583
2140 S1000004a 821793 61638.20688 184103543.657 0.45 321.229077 -0.182772 -7.496595 -0.19138 270048438.56 -188797706.334 -56315134.762 11.086 18.359 2.833 127737898.077 -74495960.105 -32295648.893 15.682 23.311 9.949 4.365564 13.143 2.583
2141 S1000004a 821841 61638.230289 184104521.828 0.517 321.224803 -0.182298 -7.501073 -0.191204 270070857.417 -188760574.677 -56309403.986 11.084 18.36 2.834 127769550.184 -74448783.388 -32275525.247 15.618 23.34 9.951 4.372929 13.143 2.583
2142 S1000004a 821843 61638.231196 184104562.431 0.519 321.224638 -0.182275 -7.501246 -0.191198 270071726.042 -188759135.814 -56309181.909 11.084 18.36 2.834 127770774.021 -74446954.225 -32274745.371 15.615 23.341 9.951 4.373215 13.143 2.583
2143 S1000004a 822268 61639.212788 184154718.075 0.907 321.056767 -0.180839 -7.689837 -0.192135 271008276.542 -187199617.043 -56068134.757 11.002 18.417 2.851 129066497.979 -72490103.009 -31426318.598 15.238 23.566 10.055 4.692691 13.16 2.6
2144 S1000004a 822318 61639.236836 184156672.47 0.974 321.052425 -0.180252 -7.694455 -0.191949 271031133.585 -187161351.151 -56062211.476 11.0 18.418 2.851 129098087.485 -72441111.852 -31405424.151 15.17 23.592 10.058 4.701196 13.161 2.601
2145 S1000004a 822659 61640.2079 184242367.894 1.331 320.888337 -0.17881 -7.881753 -0.192795 271950645.302 -185613731.858 -55822303.548 10.919 18.474 2.868 130344158.16 -70485397.42 -30557316.896 14.818 23.8 10.158 5.050438 13.179 2.619
2146 S1000004a 822709 61640.232638 184245288.379 1.401 320.88392 -0.178212 -7.88652 -0.192594 271973980.77 -185574245.536 -55816173.623 10.917 18.475 2.868 130375755.227 -70434497.545 -30535602.835 14.748 23.828 10.161 5.059941 13.18 2.62
2147 S1000004a 825594 61643.266948 184743128.755 2.795 320.384784 -0.168602 -8.474411 -0.193056 274802546.642 -180708154.102 -55057414.878 10.661 18.647 2.92 134040628.096 -64196797.169 -27832250.143 13.317 24.527 10.458 6.293877 13.244 2.684
2148 S1000004a 825595 61643.267394 184743236.609 2.797 320.384709 -0.168581 -8.474497 -0.193053 274802957.888 -180707434.811 -55057302.235 10.661 18.647 2.92 134041141.778 -64195851.05 -27831846.722 13.316 24.527 10.458 6.294073 13.244 2.684
2149 S1000004a 825644 61643.290709 184748923.818 2.849 320.380792 -0.167411 -8.478996 -0.192886 274824431.463 -180669871.456 -55051419.5 10.659 18.648 2.921 134067895.506 -64146441.074 -27810777.282 13.247 24.528 10.46 6.304309 13.245 2.685
2150 S1000004a 825645 61643.291155 184749033.481 2.85 320.380717 -0.167387 -8.479082 -0.192883 274824841.676 -180669153.784 -55051307.103 10.659 18.648 2.921 134068405.278 -64145497.104 -27810374.705 13.245 24.528 10.461 6.304505 13.245 2.685
2151 S1000004a 826087 61644.049284 184926418.064 2.63 320.262649 -0.166141 -8.626221 -0.194986 275520914.225 -179446284.997 -54859583.627 10.594 18.69 2.933 134924290.014 -62565814.656 -27122875.412 13.357 24.373 10.529 6.632344 13.261 2.701
2152 S1000004a 826137 61644.073185 184931910.32 2.69 320.258668 -0.166984 -8.630879 -0.194784 275542789.579 -179407688.338 -54853525.7 10.592 18.692 2.934 134951846.371 -62515419.005 -27101129.706 13.33 24.436 10.532 6.643057 13.262 2.702
2153 S1000004a 826380 61644.186704 184959851.821 3.013 320.239611 -0.167852 -8.652928 -0.193663 275646632.114 -179224330.733 -54824741.288 10.583 18.698 2.936 135081560.557 -62274479.404 -26997781.568 13.095 24.673 10.543 6.694191 13.265 2.705
2154 S1000004a 826430 61644.209363 184965814.492 3.078 320.235813 -0.167368 -8.657314 -0.19344 275667348.869 -179187723.109 -54818993.335 10.581 18.699 2.936 135107137.321 -62226145.691 -26977139.278 13.033 24.702 10.545 6.704414 13.265 2.705
2155 S1000004a 831259 61652.089243 188090106.945 6.089 319.125851 -0.132566 -10.166119 -0.187613 282639187.196 -166311302.172 -52774902.076 9.896 19.123 3.068 142647970.863 -45157627.062 -19576489.87 9.56 25.97 11.159 10.303796 13.449 2.889
2156 S1000004a 831309 61652.111867 188102071.365 6.153 319.12285 -0.132735 -10.17036 -0.18732 282658528.285 -166273923.024 -52768904.739 9.894 19.124 3.068 142666612.836 -45106816.33 -19554675.838 9.514 26.019 11.161 10.314407 13.449 2.889
2157 S1000004a 831360 61652.134849 188114355.686 6.22 319.119799 -0.132685 -10.174661 -0.187017 282678172.434 -166235948.076 -52762811.439 9.892 19.125 3.069 142685452.075 -45055107.31 -19532512.349 9.46 26.062 11.162 10.32519 13.45 2.89
2158 S1000004a 831410 61652.158729 188127258.915 6.288 319.116634 -0.132394 -10.179123 -0.186704 282698578.864 -166196488.75 -52756479.567 9.89 19.127 3.069 142704908.796 -45001295.638 -19509480.62 9.4 26.101 11.164 10.336391 13.45 2.89
2159 S1000004a 831457 61652.180549 188139172.219 6.35 319.11375 -0.131919 -10.183194 -0.186424 282717221.647 -166160430.129 -52750693.041 9.888 19.128 3.07 142722573.653 -44952061.861 -19488432.106 9.34 26.129 11.166 10.346618 13.451 2.891
2160 S1000004a 831507 61652.2046 188152435.313 6.415 319.110586 -0.131171 -10.187674 -0.186127 282737766.354 -166120682.199 -52744314.081 9.886 19.129 3.07 142741910.616 -44897740.429 -19465228.107 9.271 26.152 11.167 10.357878 13.451 2.891
2161 S1000004a 834478 61665.019317 197683298.696 10.645 318.060987 -0.048027 -12.410571 -0.157885 293044197.282 -144587084.302 -49230195.57 8.722 19.757 3.276 149432283.117 -15554872.821 -6744988.028 3.248 27.192 11.721 15.882613 13.75 3.19
2162 S1000004a 834573 61665.06371 197724351.979 10.763 318.058839 -0.048614 -12.417565 -0.157184 293077641.915 -144511304.083 -49217628.88 8.718 19.759 3.277 149444601.145 -15450379.137 -6700028.023 3.17 27.292 11.722 15.900556 13.751 3.191
2163 S1000004a 834623 61665.08766 197746693.066 10.83 318.057674 -0.048606 -12.421325 -0.156791 293095678.807 -144470417.188 -49210848.008 8.716 19.76 3.277 149451108.494 -15393854.838 -6675770.067 3.118 27.338 11.723 15.910239 13.752 3.192
2164 S1000004a 834673 61665.110464 197768093.448 10.894 318.056568 -0.04838 -12.424896 -0.156415 293112848.137 -144431485.085 -49204390.958 8.714 19.761 3.278 149457197.288 -15339952.708 -6652671.85 3.062 27.376 11.724 15.919455 13.752 3.192
2165 S1000004a 835091 61667.982034 200572988.578 11.509 317.978135 -0.025365 -12.862196 -0.149151 295241330.014 -139512681.328 -48385703.721 8.445 19.891 3.322 149976530.216 -8615262.11 -3736772.366 1.779 27.245 11.776 17.022436 13.818 3.258
2166 S1000004a 835112 61667.99284 200583744.984 11.534 317.977859 -0.025681 -12.863806 -0.148994 295249212.925 -139494112.323 -48382602.31 8.444 19.891 3.322 149978185.563 -8589814.328 -3725778.981 1.767 27.272 11.776 17.026572 13.818 3.258
2167 S1000004a 836851 61670.105587 202785290.484 12.443 317.957041 -0.011391 -13.168993 -0.140603 296772279.34 -135854757.746 -47773203.575 8.244 19.984 3.355 150135566.687 -3623261.304 -1573857.108 0.525 27.556 11.798 17.802877 13.866 3.306
2168 S1000004a 836901 61670.129666 202811246.113 12.508 317.956773 -0.010837 -13.172374 -0.140198 296789427.943 -135813181.794 -47766224.055 8.242 19.985 3.355 150136590.134 -3565900.192 -1549312.128 0.459 27.585 11.798 17.811746 13.867 3.307
2169 S1000004a 838351 61671.988776 204844008.922 12.718 317.96868 0.004075 -13.428579 -0.135828 298099050.264 -132596719.419 -47225056.874 8.065 20.065 3.383 150105089.871 804189.395 346498.904 -0.264 27.351 11.804 18.465501 13.908 3.348
2170 S1000004a 838372 61671.999528 204855835.911 12.744 317.968723 0.003834 -13.430039 -0.135658 298106541.734 -132578079.999 -47221913.885 8.064 20.065 3.383 150104837.98 829609.745 357464.244 -0.279 27.376 11.804 18.469307 13.909 3.349
2171 S1000004a 841024 61675.021685 208337596.72 13.636 318.041628 0.026226 -13.821383 -0.124827 300174311.568 -127322398.867 -46332544.281 7.774 20.191 3.429 149733916.298 7936944.619 3438444.97 -1.856 27.407 11.788 19.479124 13.976 3.416
2172 S1000004a 841074 61675.045709 208365966.563 13.7 318.042257 0.026118 -13.824377 -0.124407 300190444.836 -127280490.232 -46325427.349 7.772 20.192 3.429 149730014.654 7993882.802 3462911.294 -1.905 27.456 11.787 19.487092 13.976 3.416
2173 S1000004a 841075 61675.046125 208366459.798 13.702 318.042268 0.026118 -13.824428 -0.124399 300190724.612 -127279763.341 -46325303.905 7.772 20.192 3.429 149729946.07 7994871.216 3463335.641 -1.906 27.456 11.787 19.48723 13.976 3.416
2174 S1000004a 841125 61675.070448 208395322.696 13.768 318.042904 0.026239 -13.827449 -0.123967 300207053.883 -127237330.509 -46318097.543 7.77 20.193 3.43 149725883.463 8052615.938 3488106.427 -1.962 27.499 11.787 19.495295 13.977 3.417
2175 S1000004a 843536 61677.991403 211961635.101 14.337 318.181506 0.049504 -14.174626 -0.114539 302132146.202 -122126504.685 -45447176.654 7.487 20.31 3.473 148974912.786 14900841.525 6457569.508 -3.348 27.245 11.738 20.403273 14.041 3.481
2176 S1000004a 843557 61678.000862 211973360.673 14.36 318.181973 0.049359 -14.175709 -0.114379 302138263.764 -122109907.644 -45444338.915 7.486 20.311 3.473 148972170.615 14923115.057 6467161.836 -3.363 27.266 11.738 20.40619 14.041 3.481
2177 S1000004a 845804 61681.985518 217125044.462 15.265 318.475203 0.079864 -14.599481 -0.099926 304648372.175 -115091310.335 -44238866.898 7.096 20.463 3.53 147342262.114 24202787.076 10489797.926 -5.384 26.985 11.619 21.539483 14.126 3.566
2178 S1000004a 845825 61681.996327 217139312.232 15.292 318.476065 0.079722 -14.60056 -0.09974 304654998.1 -115072201.434 -44235570.14 7.095 20.464 3.531 147337226.099 24227998.024 10500648.377 -5.402 27.008 11.619 21.542483 14.126 3.566
2179 S1000004a 845952 61682.058746 217222222.047 15.456 318.481034 0.079735 -14.606751 -0.098621 304693243.26 -114961840.556 -44216528.604 7.089 20.466 3.531 147307748.93 24373975.486 10563303.001 -5.537 27.121 11.617 21.559807 14.128 3.568
2180 S1000004a 846002 61682.08291 217254558.61 15.52 318.482965 0.080131 -14.609129 -0.098188 304708040.159 -114919113.346 -44209155.789 7.087 20.467 3.532 147296122.703 24430632.147 10587555.495 -5.601 27.152 11.616 21.566501 14.128 3.568
2181 S1000004a 847526 61684.009513 219857607.18 15.758 318.669618 0.094532 -14.792504 -0.092101 305871781.114 -111506528.289 -43619016.429 6.896 20.537 3.559 146249358.466 28875225.707 12514862.984 -6.441 26.86 11.537 22.06878 14.168 3.608
2182 S1000004a 847575 61684.031576 219887700.059 15.816 318.671703 0.094519 -14.794531 -0.091705 305884924.377 -111467381.049 -43612232.07 6.894 20.538 3.559 146237036.074 28926465.496 12536854.293 -6.489 26.9 11.536 22.074567 14.169 3.609
2183 S1000004a 847576 61684.033358 219890136.051 15.82 318.671872 0.094525 -14.794695 -0.091672 305885986.016 -111464218.348 -43611683.948 6.894 20.538 3.559 146236036.518 28930608.319 12538630.859 -6.493 26.903 11.536 22.075034 14.169 3.609
2184 S1000004a 855057 61695.124463 236042015.545 18.0 320.260101 0.174186 -15.586446 -0.050088 311960997.084 -91603424.66 -40127768.552 5.781 20.904 3.71 137130068.833 53749780.543 23294822.086 -12.173 25.425 10.847 24.436311 14.389 3.829
2185 S1000004a 856432 61697.00309 238944754.996 17.999 320.612414 0.184375 -15.677097 -0.045039 312883688.043 -88206121.352 -39523582.084 5.589 20.959 3.735 135080075.441 57778896.136 25043016.047 -12.788 24.96 10.691 24.74973 14.424 3.864
2186 S1000004a 856454 61697.014824 238963018.264 18.03 320.614578 0.184437 -15.677624 -0.044833 312889353.447 -88184873.786 -39519795.9 5.588 20.959 3.735 135067096.682 57804209.388 25053854.533 -12.816 24.977 10.69 24.751711 14.424 3.864
2187 S1000004a 856505 61697.037813 238998887.465 18.089 320.618821 0.184694 -15.67865 -0.044431 312900449.306 -88143245.601 -39512377.748 5.586 20.96 3.735 135041583.616 57853847.76 25075086.008 -12.875 25.005 10.689 24.755589 14.425 3.865
2188 S1000004a 857303 61698.03455 240557130.227 18.22 320.814555 0.190988 -15.721576 -0.040978 313377054.267 -86337079.134 -39190177.196 5.484 20.989 3.748 133895410.796 59968663.846 25991889.151 -13.337 24.803 10.602 24.912547 14.443 3.883
2189 S1000004a 857353 61698.058657 240595143.05 18.281 320.819164 0.191438 -15.722559 -0.040567 313388472.461 -86293365.847 -39182370.959 5.481 20.989 3.748 133867563.488 60020348.805 26013968.258 -13.403 24.825 10.6 24.916443 14.444 3.884
2190 S1000004a 862412 61719.05192 275482798.053 20.182 326.249846 0.304403 -15.855251 0.027665 321355303.192 -47766436.855 -32153932.192 3.292 21.451 3.994 101014542.901 99461400.061 43110171.103 -22.254 18.921 8.027 26.823868 14.788 4.228
