 ObjID FieldID FieldMJD AstRange(km) AstRangeRate(km/s) AstRA(deg) AstRARate(deg/day) AstDec(deg) AstDecRate(deg/day) Ast-Sun(J2000x)(km) Ast-Sun(J2000y)(km) Ast-Sun(J2000z)(km) Ast-Sun(J2000vx)(km/s) Ast-Sun(J2000vy)(km/s) Ast-Sun(J2000vz)(km/s) Obs-Sun(J2000x)(km) Obs-Sun(J2000y)(km) Obs-Sun(J2000z)(km) Obs-Sun(J2000vx)(km/s) Obs-Sun(J2000vy)(km/s) Obs-Sun(J2000vz)(km/s) Sun-Ast-Obs(deg) V V(H=0
99 S1000000a 925857 61815.336139 322961128.391 -10.684 161.651819 -0.158236 -18.961502 0.063508 -410549246.846 174356820.536 -71040552.776 -6.196 -16.294 -2.325 -120640972.736 78208284.845 33900099.315 -17.582 -22.804 -9.715 10.892715 18.953 4.753
100 S1000000a 926281 61816.288202 322080748.497 -10.399 161.505438 -0.161608 -18.900032 0.067322 -411056897.474 173015644.884 -71231492.432 -6.147 -16.314 -2.317 -122078502.793 76355314.929 33096236.057 -17.287 -23.078 -9.829 10.684486 18.939 4.739
101 S1000000a 926288 61816.291431 322077848.655 -10.39 161.504917 -0.161579 -18.899814 0.067376 -411058612.396 173011093.307 -71232138.837 -6.147 -16.314 -2.317 -122083324.277 76348876.346 33093493.785 -17.277 -23.079 -9.83 10.683773 18.939 4.739
102 S1000000a 926331 61816.312403 322059073.015 -10.334 161.50153 -0.161327 -18.898397 0.067721 -411069749.479 172981530.907 -71236336.966 -6.146 -16.315 -2.317 -122114574.219 76307053.335 33075680.309 -17.215 -23.083 -9.832 10.679138 18.938 4.738
103 S1000000a 926338 61816.31556 322056255.043 -10.326 161.501021 -0.16128 -18.898184 0.067771 -411071425.949 172977080.351 -71236968.946 -6.145 -16.315 -2.317 -122119269.02 76300756.766 33072998.158 -17.206 -23.082 -9.833 10.67844 18.938 4.738
104 S1000000a 926399 61816.343318 322031572.803 -10.258 161.496551 -0.160768 -18.896296 0.068201 -411086163.242 172937951.14 -71242524.858 -6.144 -16.315 -2.316 -122160436.435 76245405.3 33049412.564 -17.125 -23.075 -9.836 10.672304 18.938 4.738
105 S1000000a 927128 61817.314909 321167899.199 -9.913 161.344413 -0.163819 -18.829058 0.072344 -411599860.303 171567430.74 -71436621.825 -6.094 -16.336 -2.308 -123590644.15 74330444.267 32218950.848 -16.767 -23.351 -9.95 10.461615 18.924 4.724
106 S1000000a 927177 61817.338454 321147792.866 -9.855 161.340561 -0.163377 -18.82735 0.072708 -411612257.113 171534196.651 -71441316.46 -6.093 -16.337 -2.308 -123624682.475 74282947.042 32198707.495 -16.698 -23.344 -9.953 10.456464 18.923 4.723
107 S1000000a 927656 61818.192992 320416201.989 -9.827 161.205526 -0.166389 -18.764598 0.074861 -412060525.514 170327312.895 -71611413.037 -6.049 -16.355 -2.3 -124851438.907 72584261.823 31460297.269 -16.668 -23.513 -10.049 10.273387 18.911 4.711
108 S1000000a 928242 61822.094496 317418897.941 -8.336 160.565578 -0.172232 -18.435943 0.091464 -414065990.705 164800276.505 -72380824.758 -5.849 -16.436 -2.265 -130095134.053 64606542.425 28001063.889 -15.044 -24.302 -10.465 9.469903 18.858 4.658
109 S1000000a 928292 61822.118342 317401775.415 -8.284 160.561463 -0.172945 -18.433758 0.09179 -414078040.095 164766411.055 -72385491.036 -5.848 -16.437 -2.265 -130126090.032 64556410.471 27979500.127 -15.005 -24.361 -10.467 9.465221 18.857 4.657
110 S1000000a 928606 61822.266618 317298150.657 -7.882 160.535644 -0.174388 -18.419972 0.094209 -414152906.31 164555813.068 -72414496.011 -5.84 -16.44 -2.263 -130316079.766 64242583.45 27845300.784 -14.626 -24.583 -10.483 9.436001 18.855 4.655
111 S1000000a 928608 61822.267461 317297576.569 -7.88 160.535496 -0.17438 -18.419893 0.094223 -414153331.708 164554615.527 -72414660.88 -5.84 -16.44 -2.263 -130317145.061 64240792.776 27844537.169 -14.624 -24.583 -10.483 9.435834 18.855 4.655
112 S1000000a 928656 61822.290643 317281855.911 -7.818 160.531457 -0.174093 -18.417704 0.094601 -414165027.991 164521685.278 -72419194.199 -5.839 -16.44 -2.263 -130346366.289 64191546.17 27823536.854 -14.554 -24.588 -10.486 9.431254 18.855 4.655
113 S1000000a 928658 61822.291543 317281248.251 -7.815 160.5313 -0.174079 -18.417619 0.094615 -414165481.913 164520407.131 -72419370.143 -5.839 -16.44 -2.263 -130347497.655 64189634.603 27822721.665 -14.551 -24.589 -10.486 9.431076 18.855 4.655
114 S1000000a 929528 61823.316389 316595826.604 -7.305 160.358157 -0.174986 -18.319145 0.099424 -414680146.46 163063699.289 -72619354.551 -5.786 -16.461 -2.254 -131617629.83 62036670.631 26889776.701 -14.006 -24.808 -10.586 9.233942 18.842 4.642
115 S1000000a 929578 61823.34066 316580567.202 -7.249 160.353917 -0.174387 -18.316728 0.099768 -414692278.379 163029177.887 -72624080.797 -5.784 -16.462 -2.254 -131646928.139 61984660.717 26867574.171 -13.937 -24.794 -10.589 9.229304 18.842 4.642
116 S1000000a 931033 61825.271559 315398427.923 -6.514 160.024701 -0.177929 -18.118684 0.107432 -415649005.172 160279534.986 -72998593.707 -5.685 -16.501 -2.236 -133923329.388 57877289.748 25086016.719 -13.183 -25.239 -10.767 8.878456 18.819 4.619
117 S1000000a 931036 61825.272867 315397692.165 -6.511 160.024469 -0.177911 -18.118544 0.107453 -415649647.432 160277670.699 -72998846.339 -5.685 -16.501 -2.236 -133924818.626 57874438.213 25084800.233 -13.18 -25.24 -10.767 8.878226 18.819 4.619
118 S1000000a 931083 61825.295223 315385174.103 -6.452 160.020495 -0.177538 -18.116137 0.107802 -415660626.639 160245797.482 -73003165.255 -5.683 -16.501 -2.236 -133950210.685 57825685.691 25064000.402 -13.112 -25.239 -10.77 8.874301 18.819 4.619
119 S1000000a 931086 61825.296601 315384406.165 -6.448 160.020251 -0.177512 -18.115989 0.107823 -415661303.333 160243832.764 -73003431.464 -5.683 -16.501 -2.236 -133951771.643 57822680.653 25062718.149 -13.108 -25.239 -10.77 8.874059 18.819 4.619
120 S1000000a 931092 61825.299353 315382873.996 -6.441 160.019762 -0.177457 -18.115692 0.107864 -415662654.53 160239909.602 -73003963.024 -5.683 -16.501 -2.236 -133954887.105 57816680.297 25060157.696 -13.1 -25.238 -10.77 8.873576 18.819 4.619
121 S1000000a 931142 61825.323241 315369640.802 -6.383 160.015529 -0.17691 -18.113111 0.108211 -415674383.189 160205851.115 -73008577.385 -5.682 -16.502 -2.236 -133981852.261 57764599.634 25037927.129 -13.03 -25.228 -10.772 8.869382 18.818 4.618
122 S1000000a 933274 61828.174879 313896147.15 -5.398 159.523808 -0.179984 -17.791077 0.118454 -417056141.561 156133072.353 -73556179.268 -5.534 -16.558 -2.209 -137055700.528 51577780.19 22353850.936 -12.001 -25.743 -11.011 8.412086 18.788 4.588
123 S1000000a 933275 61828.175334 313895935.38 -5.396 159.523727 -0.179988 -17.791023 0.118461 -417056358.708 156132422.643 -73556265.964 -5.534 -16.558 -2.209 -137056171.376 51576770.066 22353418.906 -11.999 -25.744 -11.011 8.41202 18.788 4.588
124 S1000000a 933324 61828.199991 313884513.331 -5.326 159.519287 -0.180112 -17.788098 0.118863 -417068147.508 156097145.572 -73560972.933 -5.533 -16.559 -2.209 -137081663.899 51521887.316 22329959.186 -11.932 -25.777 -11.013 8.408432 18.788 4.588
125 S1000000a 933325 61828.200441 313884306.316 -5.325 159.519206 -0.180113 -17.788044 0.11887 -417068362.588 156096501.876 -73561058.814 -5.533 -16.559 -2.209 -137082127.697 51520885.274 22329531.085 -11.93 -25.777 -11.013 8.408366 18.788 4.588
126 S1000000a 933527 61828.295043 313841873.577 -5.064 159.502196 -0.179112 -17.776727 0.120362 -417113565.425 155961149.949 -73579112.839 -5.528 -16.56 -2.208 -137178500.842 51309936.891 22239484.691 -11.649 -25.816 -11.021 8.3946 18.787 4.587
127 S1000000a 933577 61828.319262 313831338.382 -5.006 159.497865 -0.178512 -17.773808 0.120699 -417125131.548 155926495.473 -73583733.786 -5.527 -16.561 -2.208 -137202802.809 51255926.598 22216420.891 -11.578 -25.804 -11.023 8.391076 18.787 4.587
128 S1000000a 936341 61834.309388 311831766.768 -2.191 158.461837 -0.1759 -16.989103 0.143305 -419904664.396 147325743.612 -74712229.626 -5.214 -16.674 -2.153 -142505114.734 37841651.178 16401836.945 -8.6 -26.73 -11.426 7.760466 18.745 4.545
129 S1000000a 936391 61834.333223 311827307.361 -2.141 158.457653 -0.175121 -16.985684 0.143574 -419915400.667 147291405.058 -74716662.372 -5.213 -16.675 -2.152 -142522756.101 37786628.326 16378305.883 -8.534 -26.706 -11.427 7.758999 18.745 4.545
130 S1000000a 936978 61835.213457 311654844.408 -1.961 158.308114 -0.176671 -16.859411 0.145424 -420310096.954 146022633.755 -74880043.836 -5.167 -16.691 -2.144 -143171689.833 35781315.179 15507433.512 -8.377 -26.869 -11.475 7.711301 18.741 4.541
131 S1000000a 936979 61835.213925 311654765.273 -1.959 158.308031 -0.176666 -16.859343 0.145431 -420310305.554 146021959.877 -74880130.404 -5.167 -16.691 -2.144 -143172028.032 35780230.351 15506970.236 -8.376 -26.87 -11.475 7.711279 18.741 4.541
132 S1000000a 937028 61835.237676 311650813.187 -1.893 158.303838 -0.176372 -16.855885 0.14578 -420320907.085 145987707.208 -74884530.31 -5.165 -16.691 -2.144 -143189143.364 35725078.476 15483421.112 -8.304 -26.879 -11.476 7.710206 18.741 4.541
133 S1000000a 937029 61835.238129 311650739.27 -1.891 158.303759 -0.176365 -16.855819 0.145787 -420321108.886 145987055.119 -74884614.069 -5.165 -16.691 -2.144 -143189467.764 35724028.371 15482972.771 -8.303 -26.879 -11.476 7.710185 18.741 4.541
134 S1000000a 937066 61835.254821 311648044.172 -1.846 158.300817 -0.176072 -16.853384 0.146024 -420328558.014 145962982.011 -74887706.016 -5.165 -16.692 -2.144 -143201405.939 35685260.644 15466420.799 -8.252 -26.881 -11.477 7.709432 18.741 4.541
135 S1000000a 937067 61835.255271 311647972.454 -1.845 158.300738 -0.176063 -16.853318 0.14603 -420328758.696 145962333.408 -74887789.319 -5.164 -16.692 -2.144 -143201726.577 35684216.125 15465974.822 -8.251 -26.88 -11.477 7.709411 18.741 4.541
136 S1000000a 937116 61835.278704 311644298.425 -1.785 158.296618 -0.175537 -16.849892 0.146347 -420339213.852 145928538.024 -74892129.508 -5.163 -16.692 -2.144 -143218360.185 35629796.875 15442736.122 -8.18 -26.875 -11.479 7.708354 18.741 4.541
137 S1000000a 937117 61835.279152 311644229.442 -1.784 158.296539 -0.175526 -16.849827 0.146353 -420339413.46 145927892.722 -74892212.376 -5.163 -16.692 -2.144 -143218676.406 35628757.933 15442292.371 -8.179 -26.874 -11.479 7.708334 18.741 4.541
138 S1000000a 937139 61835.289044 311642715.183 -1.76 158.294804 -0.175266 -16.848378 0.14648 -420343826.067 145913626.606 -74894044.337 -5.163 -16.692 -2.143 -143225654.185 35605791.684 15432481.878 -8.15 -26.869 -11.479 7.707887 18.741 4.541
139 S1000000a 937189 61835.311902 311639291.457 -1.708 158.290806 -0.17459 -16.845027 0.146756 -420354021.224 145880659.239 -74898277.413 -5.162 -16.693 -2.143 -143241684.634 35552741.713 15409809.426 -8.084 -26.852 -11.481 7.706856 18.741 4.541
140 S1000000a 938459 61837.113474 311394857.006 -1.287 157.987939 -0.17359 -16.577816 0.150527 -421150092.797 143279804.028 -75230568.425 -5.067 -16.725 -2.126 -144454556.428 31419779.926 13615766.54 -7.629 -26.978 -11.569 7.651885 18.737 4.537
141 S1000000a 938509 61837.137796 311392222.36 -1.22 157.983713 -0.173875 -16.57415 0.15087 -421160739.569 143244656.102 -75235036.573 -5.066 -16.726 -2.126 -144470526.674 31363040.542 13591454.079 -7.57 -27.021 -11.57 7.651595 18.737 4.537
142 S1000000a 943778 61843.20763 311551345.31 1.849 157.003376 -0.160647 -15.602431 0.168623 -423733544.561 134445296.787 -76334961.728 -4.746 -16.831 -2.069 -147509793.827 17214467.319 7460099.141 -4.283 -27.606 -11.792 7.873045 18.747 4.547
143 S1000000a 943828 61843.230264 311555022.759 1.911 156.999744 -0.16023 -15.598611 0.168906 -423742823.567 134412383.478 -76339006.489 -4.744 -16.831 -2.068 -147518101.59 17160480.259 7437038.277 -4.214 -27.608 -11.793 7.875072 18.747 4.547
144 S1000000a 943841 61843.23745 311556215.242 1.93 156.998594 -0.160072 -15.597397 0.168993 -423745769.095 134401933.584 -76340290.583 -4.744 -16.831 -2.068 -147520711.071 17143339.735 7429716.305 -4.192 -27.607 -11.793 7.875716 18.747 4.547
145 S1000000a 943891 61843.261343 311560262.545 1.99 156.994776 -0.159462 -15.593356 0.169268 -423755561.357 134367186.867 -76344559.924 -4.743 -16.832 -2.068 -147529290.761 17086356.093 7405369.471 -4.12 -27.598 -11.794 7.877853 18.747 4.547
146 S1000000a 943931 61843.279315 311563385.57 2.032 156.991915 -0.158923 -15.590312 0.16946 -423762925.053 134341050.991 -76347770.869 -4.742 -16.832 -2.068 -147535647.563 17043512.387 7387055.5 -4.068 -27.585 -11.795 7.879458 18.748 4.548
147 S1000000a 943981 61843.303069 311567607.782 2.082 156.988149 -0.158119 -15.586284 0.169689 -423772655.622 134306505.646 -76352014.469 -4.741 -16.833 -2.068 -147543926.875 16986921.769 7362847.917 -4.001 -27.561 -11.796 7.881575 18.748 4.548
148 S1000000a 944838 61844.292741 311738957.988 2.534 156.837045 -0.15559 -15.418575 0.171905 -424175774.337 132866496.909 -76528402.924 -4.688 -16.849 -2.058 -147881435.199 14657981.285 6353213.048 -3.511 -27.626 -11.82 7.975374 18.753 4.553
149 S1000000a 944888 61844.315293 311743939.132 2.577 156.833546 -0.154764 -15.414696 0.172099 -424184907.938 132833667.082 -76532412.848 -4.687 -16.849 -2.058 -147888216.705 14604179.21 6330181.501 -3.45 -27.598 -11.821 7.977719 18.753 4.553
150 S1000000a 945532 61845.207447 311931156.516 2.8 156.700295 -0.154838 -15.261688 0.173169 -424544371.403 131534318.33 -76690708.765 -4.64 -16.864 -2.049 -148155249.626 12504035.253 5418309.337 -3.244 -27.713 -11.839 8.074497 18.758 4.558
151 S1000000a 945582 61845.231302 311936993.658 2.864 156.696607 -0.154352 -15.257554 0.173451 -424553932.66 131499560.813 -76694932.235 -4.638 -16.865 -2.049 -148161860.616 12446915.943 5393907.738 -3.171 -27.713 -11.84 8.077338 18.759 4.559
152 S1000000a 946114 61846.074417 312146216.612 2.896 156.57343 -0.15185 -15.111267 0.173609 -424890194.075 130270567.509 -76843903.056 -4.594 -16.878 -2.041 -148377954.641 10460755.578 4530849.511 -3.085 -27.606 -11.854 8.178744 18.764 4.564
153 S1000000a 946164 61846.099221 312152494.552 2.964 156.569659 -0.152161 -15.106957 0.173901 -424900037.494 130234395.449 -76848276.83 -4.592 -16.879 -2.041 -148384506.694 10401542.447 4505443.587 -3.028 -27.652 -11.855 8.182015 18.765 4.565
154 S1000000a 946288 61846.158116 312168003.564 3.133 156.56069 -0.152275 -15.096693 0.174633 -424923398.334 130148505.243 -76858659.855 -4.589 -16.88 -2.04 -148399526.057 10260615.562 4445115.105 -2.87 -27.73 -11.856 8.189815 18.765 4.565
155 S1000000a 946338 61846.18215 312174581.993 3.203 156.557033 -0.15206 -15.092493 0.174932 -424932926.734 130113454.2 -76862896.08 -4.588 -16.88 -2.04 -148405412.693 10203014.989 4420494.563 -2.799 -27.747 -11.857 8.193005 18.765 4.565
156 S1000000a 948338 61851.206788 314034696.076 5.614 155.868789 -0.133443 -14.193288 0.183416 -426866733.428 122767994.277 -77737948.132 -4.321 -16.96 -1.991 -149023502.372 -1698978.738 -738587.818 -0.106 -27.84 -11.895 8.982651 18.811 4.611
157 S1000000a 948920 61852.066457 314452957.65 5.677 155.761444 -0.130161 -14.035773 0.183127 -427185948.243 121507848.199 -77885538.538 -4.275 -16.973 -1.983 -149014420.428 -3732467.797 -1622005.125 0.027 -27.706 -11.891 9.141635 18.821 4.621
158 S1000000a 948970 61852.091009 314465071.787 5.745 155.758246 -0.130379 -14.031273 0.183382 -427195014.762 121471844.842 -77889744.498 -4.274 -16.973 -1.983 -149014303.119 -3791284.444 -1647229.6 0.085 -27.748 -11.891 9.146421 18.821 4.621
159 S1000000a 949112 61852.160026 314499925.069 5.945 155.749247 -0.130169 -14.018591 0.184128 -427220486.681 121370631.788 -77901565.134 -4.27 -16.974 -1.982 -149013239.574 -3957001.161 -1718138.203 0.277 -27.822 -11.891 9.159907 18.822 4.622
160 S1000000a 949162 61852.185674 314513179.448 6.017 155.745913 -0.12978 -14.013865 0.184398 -427229947.034 121333017.065 -77905956.937 -4.268 -16.975 -1.982 -149012539.903 -4018667.849 -1744489.645 0.355 -27.832 -11.891 9.164919 18.822 4.622
161 S1000000a 950647 61854.190371 315610235.354 6.941 155.506375 -0.1211 -13.643236 0.186394 -427959984.625 118390371.612 -78247502.932 -4.161 -17.005 -1.962 -148856393.926 -8766971.407 -3802784.568 1.417 -27.791 -11.873 9.560451 18.846 4.646
162 S1000000a 950648 61854.190819 315610503.732 6.943 155.506321 -0.121091 -13.643153 0.186398 -427960145.5 118389714.224 -78247578.787 -4.161 -17.005 -1.962 -148856339.104 -8768045.802 -3803243.583 1.419 -27.791 -11.873 9.560544 18.846 4.646
163 S1000000a 952540 61856.228098 316884286.48 7.931 155.280669 -0.110992 -13.263155 0.188053 -428683012.832 115393979.302 -78591184.606 -4.052 -17.034 -1.942 -148513605.624 -13584102.462 -5890370.127 2.577 -27.699 -11.839 9.987359 18.872 4.672
164 S1000000a 952590 61856.25189 316900644.69 7.983 155.278037 -0.110207 -13.258679 0.188222 -428691341.258 115358963.11 -78595176.539 -4.051 -17.035 -1.942 -148508237.097 -13641020.595 -5914706.867 2.646 -27.677 -11.839 9.992558 18.872 4.672
165 S1000000a 953078 61857.0626 317450109.252 7.916 155.194776 -0.108268 -13.106878 0.187026 -428973563.85 114165378.867 -78730911.252 -4.008 -17.046 -1.934 -148318627.623 -15546472.535 -6743315.199 2.623 -27.56 -11.82 10.166899 18.883 4.683
166 S1000000a 953128 61857.086961 317466843.665 7.985 155.192137 -0.108398 -13.102319 0.187249 -428981997.303 114129499.858 -78734981.329 -4.006 -17.047 -1.934 -148313043.642 -15604521.756 -6768192.756 2.684 -27.597 -11.819 10.172354 18.883 4.683
167 S1000000a 956430 61864.051837 323192718.163 10.828 154.600348 -0.073365 -11.795093 0.18643 -431280092.404 103842605.852 -79877738.804 -3.632 -17.142 -1.864 -145492465.457 -31857217.686 -13813200.684 6.18 -26.99 -11.565 11.750368 18.983 4.783
168 S1000000a 956480 61864.076477 323215845.088 10.898 154.59854 -0.073416 -11.790497 0.18661 -431287822.005 103806112.628 -79881707.49 -3.63 -17.142 -1.864 -145479242.477 -31914716.412 -13837821.341 6.243 -27.024 -11.564 11.756203 18.984 4.784
169 S1000000a 956554 61864.110651 323248167.706 10.996 154.596033 -0.073237 -11.784116 0.186864 -431298537.446 103755499.271 -79887210.771 -3.628 -17.143 -1.864 -145460671.27 -31994562.659 -13871963.892 6.338 -27.058 -11.563 11.764298 18.984 4.784
170 S1000000a 957536 61865.142241 324242671.975 11.481 154.52952 -0.067503 -11.591799 0.186471 -431619435.517 102227050.039 -80052858.164 -3.573 -17.156 -1.853 -144861379.983 -34368227.144 -14900282.272 6.934 -26.957 -11.511 12.002533 19.0 4.8
171 S1000000a 957586 61865.164932 324265239.495 11.541 154.527993 -0.067037 -11.587566 0.18662 -431626438.067 102193417.471 -80056491.33 -3.571 -17.156 -1.853 -144847718.921 -34421077.686 -14922848.087 7.003 -26.958 -11.51 12.007894 19.0 4.8
172 S1000000a 961192 61872.175167 331935882.298 14.155 154.228403 -0.028655 -10.306661 0.179194 -433674653.933 91776331.315 -81157450.79 -3.192 -17.241 -1.782 -139578267.397 -50215610.719 -21768613.878 10.464 -25.933 -11.071 13.597267 19.109 4.909
173 S1000000a 961242 61872.197793 331963604.149 14.205 154.227762 -0.027954 -10.302606 0.179278 -433680892.236 91742626.789 -81160934.576 -3.191 -17.242 -1.782 -139557746.654 -50266289.794 -21790255.852 10.53 -25.913 -11.07 13.602355 19.109 4.909
174 S1000000a 965020 61876.181567 336984630.254 15.514 154.176461 -0.006362 -9.603682 0.172846 -434741788.93 85800639.071 -81767265.469 -2.974 -17.286 -1.741 -135659604.05 -58932964.792 -25547412.228 12.376 -25.188 -10.754 14.458842 19.172 4.972
175 S1000000a 965070 61876.205493 337016751.597 15.562 154.176319 -0.005557 -9.599546 0.172904 -434747935.2 85764906.827 -81770864.591 -2.973 -17.286 -1.741 -135633949.679 -58985006.097 -25569641.274 12.443 -25.16 -10.752 14.46394 19.173 4.973
176 S1000000a 968340 61880.051476 342279283.096 16.431 154.209913 0.0131 -8.951435 0.164771 -435700894.734 80014376.841 -82342783.811 -2.763 -17.326 -1.701 -131268192.947 -67089176.379 -29085082.835 13.836 -24.352 -10.399 15.242287 19.233 5.033
177 S1000000a 968390 61880.075641 342313657.188 16.498 154.210232 0.013314 -8.947452 0.164861 -435706661.86 79978204.999 -82346335.48 -2.762 -17.327 -1.701 -131239235.229 -67140037.409 -29106790.65 13.904 -24.368 -10.396 15.247154 19.234 5.034
178 S1000000a 976005 61890.084723 357693060.587 19.168 154.66938 0.066969 -7.411886 0.141519 -437858304.891 64954686.354 -83772330.215 -2.214 -17.418 -1.597 -117257371.886 -86802367.333 -37629458.754 18.211 -21.776 -9.264 17.00185 19.389 5.189
179 S1000000a 976055 61890.108282 357732135.776 19.226 154.670963 0.067463 -7.408552 0.141555 -437862810.09 64919235.301 -83775579.783 -2.213 -17.418 -1.596 -117220232.978 -86846684.894 -37648312.797 18.28 -21.768 -9.261 17.005586 19.389 5.189
180 S1000000a 982576 61898.06044 371354843.974 20.705 155.403095 0.106145 -6.369391 0.120185 -439233035.686 52932026.414 -84843478.532 -1.776 -17.476 -1.512 -103659705.596 -100683525.585 -43646109.968 21.138 -19.261 -8.175 18.084466 19.506 5.306
181 S1000000a 982626 61898.084186 371397383.392 20.763 155.405621 0.106596 -6.366537 0.120203 -439236677.402 52896173.289 -84846580.489 -1.774 -17.477 -1.512 -103616268.994 -100723035.536 -43662879.248 21.206 -19.253 -8.172 18.087372 19.506 5.306
182 S1000000a 982807 61898.166646 371545929.734 20.924 155.414499 0.108912 -6.356625 0.120203 -439249302.837 52771666.513 -84857348.391 -1.77 -17.477 -1.511 -103464371.193 -100859919.143 -43721060.392 21.429 -19.156 -8.161 18.097365 19.507 5.307
183 S1000000a 982862 61898.192582 371592855.939 20.957 155.417335 0.109821 -6.353507 0.120176 -439253267.078 52732506.023 -84860733.804 -1.769 -17.477 -1.511 -103416285.136 -100902789.564 -43739342.594 21.489 -19.106 -8.157 18.100467 19.508 5.308
184 S1000000a 1000970 61936.98898 446863710.296 23.23 162.707545 0.245999 -3.734662 0.01899 -441590703.528 -6117718.801 -89218115.82 0.375 -17.591 -1.086 -15831326.25 -138665509.047 -60111207.765 29.201 -3.356 -1.283 19.492219 19.954 5.754
