START HEADER
[CONF]
cache dir = _cache/sspp_testset_orbits/1-10
[ASTEROID]
population model = ./demo/sspp_testset_orbits.des
spk t0 = 60188
ndays = 395
object1 = 1
nobjects = 10
spk step = 1
nbody = T
input format = whitespace
[SURVEY]
survey database = ./demo/baseline_v2.0_1yr.db
field1 = 1
nfields = 216011
mpcobscode file = obslist.dat
telescope = I11
surveydbquery = SELECT observationId,observationStartMJD as observationStartMJD_TAI,fieldRA,fieldDEC,rotSkyPos FROM observations order by observationStartMJD_TAI
[CAMERA]
threshold = 5
camera = instrument_circle.dat
[OUTPUT]
output file = stdout
output format = csv
Survey length:
Field 1 : 60218.001805555556
Field n : 60582.99947369435
Days : 365.0
END HEADER
ObjID,FieldID,FieldMJD_TAI,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V,V(H=0)
39265,91273,60357.223787,544012599.030664,-18.680,195.853600,-0.138353,-32.176272,-0.058029,-567881611.309,-53323627.637,-258291840.591,-1.593,-5.951,-5.511,-124936446.353,72464914.628,31408913.424,-16.554,-23.578,-10.061,12.086805,26.640,6.640
39265,91323,60357.247971,543973615.453442,-18.632,195.850248,-0.138852,-32.177672,-0.057729,-567884939.144,-53336062.815,-258303356.373,-1.592,-5.951,-5.511,-124970965.529,72415618.725,31387886.799,-16.485,-23.604,-10.064,12.084065,26.640,6.640
39265,95980,60365.371827,531787618.192031,-16.042,194.595838,-0.177030,-32.556460,-0.035233,-568927256.088,-57505906.691,-262137106.731,-1.378,-5.930,-5.413,-135169220.705,55445977.344,24034003.940,-12.395,-25.363,-10.856,11.076457,26.562,6.562
39265,96002,60365.382070,531773431.672071,-16.019,194.594025,-0.176955,-32.556820,-0.035087,-568928475.554,-57511154.729,-262141896.892,-1.378,-5.930,-5.412,-135180178.601,55423538.731,24024396.758,-12.370,-25.348,-10.856,11.075039,26.562,6.562
39265,100162,60370.383992,525139594.710550,-14.312,193.675101,-0.197850,-32.701770,-0.020664,-569495682.178,-60071099.412,-264468054.449,-1.247,-5.916,-5.352,-140120888.093,44401554.152,19247189.360,-9.924,-26.205,-11.240,10.367955,26.513,6.513
39265,100188,60370.396962,525123572.341834,-14.284,193.672536,-0.197688,-32.702037,-0.020489,-569497079.673,-60077729.760,-264474052.244,-1.247,-5.916,-5.352,-140131993.474,44372201.504,19234593.404,-9.896,-26.182,-11.241,10.366013,26.513,6.513
39265,100612,60371.206166,524120107.795918,-14.370,193.514941,-0.201253,-32.718698,-0.020383,-569583522.464,-60491320.014,-264847908.753,-1.226,-5.914,-5.342,-140833872.732,42560644.690,18446836.242,-9.926,-26.443,-11.294,10.247089,26.505,6.505
39265,100662,60371.230811,524089568.735650,-14.314,193.509976,-0.201651,-32.719196,-0.020020,-569586132.007,-60503913.508,-264859283.869,-1.225,-5.914,-5.342,-140854930.289,42504320.749,18422786.028,-9.853,-26.460,-11.296,10.243394,26.505,6.505
39265,100995,60371.391420,523893649.298820,-13.931,193.477528,-0.201668,-32.722210,-0.017561,-569603105.232,-60585982.867,-264933400.958,-1.221,-5.914,-5.340,-140988416.227,42137542.226,18265956.819,-9.411,-26.341,-11.307,10.219131,26.503,6.503
39265,101575,60372.396602,522682207.953589,-13.548,193.276456,-0.205400,-32.739589,-0.014453,-569708018.305,-61099476.623,-265396653.002,-1.195,-5.911,-5.328,-141810850.948,39865510.123,17281203.875,-8.900,-26.472,-11.371,10.068853,26.493,6.493
39265,102006,60373.207761,521727501.471742,-13.614,193.112205,-0.209030,-32.751440,-0.014261,-569791029.499,-61513677.340,-265769717.081,-1.174,-5.909,-5.318,-142445133.138,38028814.179,16482577.186,-8.914,-26.736,-11.419,9.946865,26.485,6.485
39265,102056,60373.232564,521698387.390890,-13.556,193.107015,-0.209394,-32.751789,-0.013886,-569793544.555,-61526340.089,-265781113.646,-1.173,-5.909,-5.318,-142464156.960,37971503.136,16458103.468,-8.840,-26.749,-11.421,9.943065,26.485,6.485
39265,103134,60374.347022,520423750.371590,-12.885,192.875669,-0.213280,-32.764637,-0.008959,-569905130.585,-62095147.867,-266292519.587,-1.144,-5.905,-5.304,-143284080.090,35423484.142,15355257.140,-8.002,-26.814,-11.486,9.772960,26.474,6.474
39265,103189,60374.373381,520394473.662236,-12.826,192.870050,-0.213005,-32.764868,-0.008577,-569907736.233,-62108597.875,-266304599.849,-1.144,-5.905,-5.304,-143302232.345,35362461.377,15329097.312,-7.940,-26.773,-11.487,9.768848,26.474,6.474
39265,104799,60376.335738,518252691.408251,-12.108,192.452838,-0.220240,-32.778029,-0.002803,-570097358.405,-63109415.502,-267201883.223,-1.093,-5.900,-5.280,-144614987.425,30850405.920,13372795.688,-7.008,-27.059,-11.589,9.466271,26.455,6.455
39265,104840,60376.356452,518231065.727724,-12.060,192.448278,-0.220042,-32.778084,-0.002494,-570099314.161,-63119974.705,-267211333.138,-1.092,-5.900,-5.280,-144627483.485,30802005.601,13352054.977,-6.957,-27.028,-11.590,9.462998,26.455,6.455
39265,105661,60377.340644,517207854.522165,-11.682,192.234054,-0.223437,-32.780063,0.000477,-570191137.654,-63621558.520,-267659815.799,-1.067,-5.897,-5.268,-145221317.466,28524613.638,12364636.594,-6.481,-27.154,-11.635,9.309913,26.445,6.445
39265,105703,60377.360567,517187784.468104,-11.637,192.229604,-0.223218,-32.780050,0.000769,-570192974.161,-63631709.603,-267668883.980,-1.067,-5.897,-5.268,-145232431.048,28477898.476,12344607.787,-6.433,-27.123,-11.636,9.306752,26.445,6.445
39265,109096,60381.339923,513411576.526899,-9.954,191.332827,-0.234932,-32.756194,0.013480,-570542114.159,-65657261.695,-269471811.595,-0.964,-5.885,-5.220,-147191525.198,19188823.273,8317427.850,-4.404,-27.473,-11.781,8.684334,26.407,6.407
39265,109142,60381.362381,513392310.441698,-9.905,191.327554,-0.234621,-32.755887,0.013798,-570543984.958,-65668682.034,-269481939.852,-0.964,-5.885,-5.219,-147200019.968,19135551.359,8294566.841,-4.353,-27.434,-11.782,8.680767,26.407,6.407
39265,111844,60386.317059,509538820.185737,-7.703,190.154424,-0.245996,-32.654290,0.029542,-570929481.073,-68185010.052,-271703483.604,-0.837,-5.871,-5.159,-148647427.575,7448812.917,3227771.259,-1.848,-27.709,-11.876,7.920242,26.363,6.363
39265,111894,60386.340323,509523390.592558,-7.650,190.148705,-0.245672,-32.653598,0.029879,-570931163.494,-68196809.906,-271713853.805,-0.837,-5.870,-5.159,-148651085.215,7393156.526,3203900.314,-1.793,-27.670,-11.876,7.916713,26.363,6.363
39265,112485,60387.301178,508889643.336768,-7.265,189.915570,-0.247842,-32.624656,0.032568,-570999613.278,-68684052.551,-272141676.865,-0.812,-5.868,-5.147,-148804494.423,5119042.300,2217662.903,-1.367,-27.748,-11.884,7.774423,26.355,6.355
39265,112535,60387.325233,508874603.406313,-7.208,189.909611,-0.247549,-32.623868,0.032928,-571001300.934,-68696247.861,-272152375.289,-0.812,-5.867,-5.147,-148807270.882,5061408.229,2192962.858,-1.306,-27.711,-11.884,7.770837,26.355,6.355
39265,113939,60391.147431,506735176.075797,-5.708,188.968870,-0.252754,-32.478987,0.043036,-571253340.160,-70632003.766,-273844546.754,-0.715,-5.856,-5.101,-149004086.866,-3989423.945,-1732683.051,0.268,-27.797,-11.882,7.233480,26.326,6.326
39265,113989,60391.170267,506723968.418417,-5.652,188.963095,-0.253035,-32.478000,0.043389,-571254749.910,-70643557.332,-273854610.782,-0.714,-5.856,-5.101,-149003491.516,-4044282.565,-1756127.508,0.336,-27.810,-11.882,7.230436,26.326,6.326
39265,119210,60397.317219,504587887.109746,-2.256,187.422477,-0.254793,-32.148481,0.064344,-571592907.136,-73748334.606,-276543738.053,-0.559,-5.836,-5.026,-147952367.040,-18558008.931,-8044857.297,3.848,-27.437,-11.780,6.515450,26.289,6.289
39265,119260,60397.341075,504583286.627081,-2.209,187.416405,-0.254284,-32.146942,0.064634,-571594059.555,-73760363.737,-276554097.220,-0.559,-5.836,-5.026,-147944385.798,-18614509.526,-8069136.301,3.896,-27.386,-11.779,6.513122,26.289,6.289
39265,120133,60398.323588,504394343.376805,-1.729,187.169595,-0.254414,-32.083638,0.067399,-571640451.218,-74255646.403,-276980221.789,-0.534,-5.833,-5.014,-147621934.185,-20918219.078,-9067807.013,4.372,-27.352,-11.751,6.422608,26.285,6.285
39265,120183,60398.347360,504390838.597041,-1.684,187.163553,-0.253874,-32.082032,0.067672,-571641547.792,-74267626.762,-276990519.628,-0.534,-5.833,-5.013,-147612906.318,-20974346.390,-9091942.110,4.417,-27.300,-11.750,6.420477,26.285,6.285
39265,123673,60402.279630,504066080.479213,0.254,186.180013,-0.252579,-31.800604,0.078271,-571806126.910,-76247117.156,-278685737.646,-0.435,-5.820,-4.966,-145896473.283,-30128828.078,-13060671.609,6.308,-27.075,-11.605,6.141636,26.274,6.274
39265,123723,60402.303954,504066671.206565,0.307,186.173874,-0.252108,-31.798696,0.078586,-571807041.158,-76259348.308,-278696173.522,-0.435,-5.820,-4.965,-145883156.862,-30185683.640,-13085061.018,6.363,-27.029,-11.604,6.140341,26.274,6.274
39265,124582,60403.286500,504094190.981748,0.794,185.930027,-0.251355,-31.721606,0.081092,-571842905.863,-76753261.200,-279117191.972,-0.410,-5.817,-4.953,-145348433.991,-32453413.766,-14068264.221,6.829,-26.953,-11.560,6.093552,26.273,6.273
39265,126912,60406.059699,504406632.639194,1.806,185.248940,-0.247488,-31.490276,0.085615,-571932938.844,-78145803.941,-280300028.766,-0.341,-5.807,-4.920,-143614541.391,-38796848.089,-16821277.182,7.697,-26.663,-11.415,6.014226,26.273,6.273
39265,128198,60407.220496,504639422.995940,2.746,184.966186,-0.246330,-31.387754,0.090463,-571965726.596,-78728023.004,-280792736.572,-0.313,-5.803,-4.906,-142791384.834,-41435322.316,-17962796.578,8.664,-26.540,-11.348,6.005327,26.275,6.275
39265,128248,60407.244742,504645239.890054,2.807,184.960218,-0.246001,-31.385557,0.090809,-571966380.665,-78740179.640,-280803012.702,-0.312,-5.803,-4.905,-142773166.435,-41490886.455,-17986566.442,8.729,-26.507,-11.346,6.005307,26.275,6.275
39265,128311,60407.273410,504652276.280220,2.874,184.953172,-0.245491,-31.382948,0.091189,-571967152.424,-78754553.626,-280815162.570,-0.311,-5.803,-4.905,-142751454.515,-41556485.424,-18014668.646,8.800,-26.458,-11.345,6.005280,26.275,6.275
39265,128361,60407.297284,504658256.422524,2.924,184.947317,-0.244975,-31.380767,0.091474,-571967793.758,-78766523.267,-280825279.621,-0.311,-5.803,-4.905,-142733247.022,-41611011.593,-18038067.461,8.853,-26.410,-11.343,6.005254,26.275,6.275
39265,128867,60408.094051,504855501.718665,2.943,184.756074,-0.244518,-31.308410,0.090968,-571988498.672,-79165908.806,-281162588.141,-0.291,-5.800,-4.895,-142134002.825,-43401851.559,-18817179.596,8.786,-26.424,-11.292,6.007576,26.276,6.276
39265,128917,60408.118251,504861718.863560,3.005,184.750154,-0.244720,-31.306205,0.091318,-571989106.282,-79178036.255,-281172822.640,-0.290,-5.800,-4.895,-142115559.695,-43457116.749,-18840788.407,8.856,-26.438,-11.291,6.007816,26.277,6.277
39265,131942,60411.222588,505910664.692581,4.862,184.013895,-0.237635,-31.010114,0.099576,-572056679.517,-80732286.212,-282480582.649,-0.214,-5.790,-4.857,-139516206.589,-50380678.758,-21840772.539,10.630,-25.894,-11.074,6.081919,26.287,6.287
39265,131992,60411.246764,505920882.328609,4.920,184.008155,-0.237233,-31.007703,0.099896,-572057125.103,-80744379.226,-282490727.544,-0.213,-5.789,-4.857,-139493935.544,-50434729.247,-21863902.196,10.693,-25.856,-11.072,6.082909,26.288,6.288
39265,133573,60413.102004,506755089.002232,5.590,183.580083,-0.233034,-30.821063,0.101872,-572087607.949,-81671849.004,-283267392.161,-0.167,-5.783,-4.834,-137750013.781,-54497206.631,-23627056.604,11.236,-25.596,-10.926,6.173161,26.297,6.297
39265,134763,60414.221971,507333425.501636,6.424,183.325203,-0.229534,-30.705148,0.105457,-572102467.504,-82231236.560,-283734492.504,-0.140,-5.779,-4.820,-136628362.005,-56929742.807,-24679801.660,12.056,-25.330,-10.833,6.243639,26.304,6.304
39265,134813,60414.245875,507346750.921448,6.480,183.319721,-0.229094,-30.702624,0.105755,-572102755.624,-82243171.795,-283744447.755,-0.139,-5.779,-4.820,-136603398.519,-56982017.575,-24702173.060,12.116,-25.290,-10.831,6.245295,26.304,6.304
39265,143496,60424.168705,514843698.025951,11.281,181.242736,-0.195655,-29.591983,0.118518,-572118014.698,-87182278.662,-287824910.605,0.103,-5.743,-4.699,-124533770.046,-77472710.687,-33584688.438,16.379,-23.088,-9.847,7.266910,26.392,6.392
39265,143546,60424.191330,514865804.412811,11.336,181.238313,-0.195296,-29.589298,0.118785,-572117812.517,-87193504.873,-287834095.719,0.104,-5.743,-4.699,-124501691.935,-77517814.085,-33603934.064,16.440,-23.057,-9.844,7.269909,26.392,6.392
39265,143599,60424.216509,514890530.188330,11.394,181.233402,-0.194804,-29.586304,0.119059,-572117586.249,-87205998.142,-287844317.043,0.104,-5.743,-4.698,-124465858.123,-77567927.935,-33625346.625,16.503,-23.014,-9.841,7.273240,26.392,6.392
39265,143649,60424.240319,514914022.442009,11.444,181.228770,-0.194258,-29.583466,0.119292,-572117371.060,-87217811.972,-287853982.023,0.105,-5.743,-4.698,-124431853.170,-77615222.999,-33645589.566,16.556,-22.966,-9.839,7.276381,26.393,6.393
39265,144221,60425.044889,515703748.325039,11.432,181.076971,-0.192164,-29.488413,0.117841,-572109400.816,-87616909.009,-288180221.246,0.124,-5.740,-4.688,-123291674.944,-79179610.379,-34326314.874,16.443,-22.861,-9.746,7.381455,26.401,6.401
39265,144271,60425.068856,515727485.152260,11.494,181.072364,-0.192276,-29.485585,0.118134,-572109142.570,-87628794.437,-288189929.024,0.125,-5.740,-4.688,-123257554.844,-79226964.185,-34346494.618,16.511,-22.873,-9.744,7.384723,26.402,6.402
39265,146067,60427.222964,517976288.164627,12.817,180.676140,-0.182405,-29.228333,0.121436,-572081018.837,-88696271.793,-289059960.775,0.177,-5.732,-4.662,-120084588.351,-83362052.660,-36136659.144,17.762,-22.181,-9.492,7.678272,26.426,6.426
39265,146952,60428.184352,519038074.381284,13.192,180.505852,-0.179002,-29.112620,0.121651,-572065334.138,-89172207.029,-289446676.518,0.200,-5.728,-4.650,-118617581.341,-85168694.641,-36920205.923,18.076,-21.968,-9.375,7.812805,26.437,6.437
39265,149485,60431.002321,522358655.118541,14.081,180.029558,-0.166955,-28.770786,0.120879,-572008244.490,-90565505.066,-290574564.529,0.268,-5.718,-4.615,-114133692.193,-90329281.680,-39159785.713,18.758,-21.150,-9.018,8.216303,26.471,6.471
39265,149577,60431.047175,522413436.431647,14.192,180.022062,-0.167231,-28.765353,0.121372,-572007201.956,-90587661.266,-290592449.304,0.270,-5.717,-4.615,-114060764.642,-90411313.657,-39194724.807,18.880,-21.180,-9.013,8.222980,26.471,6.471
39265,154620,60436.114442,529139760.066093,16.514,179.252700,-0.144414,-28.146240,0.122622,-571862503.844,-93086405.601,-292599223.041,0.391,-5.698,-4.553,-105335100.596,-99171581.151,-42991480.043,20.956,-19.578,-8.320,8.965740,26.535,6.535
39265,154670,60436.138663,529174382.470522,16.574,179.249206,-0.144082,-28.143267,0.122874,-571861684.276,-93098328.748,-292608749.905,0.392,-5.698,-4.553,-105291176.007,-99212524.056,-43008887.097,21.022,-19.550,-8.316,8.969372,26.535,6.535
39265,162354,60452.124290,555893850.219168,22.135,177.606129,-0.068666,-26.263647,0.111124,-571057273.370,-100923383.334,-298760457.295,0.772,-5.633,-4.356,-72984870.715,-121745414.843,-52776145.662,25.833,-13.601,-5.751,11.126264,26.740,6.740
39265,162404,60452.148168,555939565.968020,22.183,177.604495,-0.068164,-26.260991,0.111276,-571055680.386,-100935004.298,-298769442.700,0.772,-5.633,-4.356,-72931521.063,-121773427.829,-52788006.104,25.886,-13.554,-5.747,11.129136,26.740,6.740
39265,163469,60461.073261,573733725.192526,24.292,177.201111,-0.028878,-25.331692,0.098273,-570379140.648,-105264210.414,-302085419.302,0.982,-5.596,-4.245,-52430818.453,-130586023.759,-56608921.164,27.632,-9.927,-4.146,12.062761,26.849,6.849
39265,163519,60461.097504,573784661.987436,24.344,177.200416,-0.028466,-25.329308,0.098429,-570377083.324,-105275929.606,-302094310.332,0.983,-5.595,-4.245,-52372880.740,-130606775.462,-56617600.455,27.690,-9.887,-4.142,12.065044,26.850,6.850
39265,170982,60487.027915,632006800.631194,27.206,177.886202,0.070304,-23.395404,0.051071,-567502291.432,-117681775.597,-311243008.370,1.582,-5.478,-3.922,12150284.498,-139076429.837,-60289360.597,29.425,1.738,0.897,13.345851,27.120,7.120
39265,171032,60487.052065,632063613.568297,27.249,177.887905,0.070718,-23.394169,0.051172,-567498990.840,-117693205.432,-311251191.030,1.582,-5.478,-3.922,12211731.623,-139072754.617,-60287484.431,29.472,1.786,0.901,13.346120,27.120,7.120
39265,174082,60490.035505,639025400.791705,27.260,178.120282,0.079987,-23.252553,0.045466,-567082392.610,-119103388.405,-312257202.916,1.650,-5.464,-3.884,19721330.410,-138361710.469,-59979682.571,29.310,3.120,1.485,13.358496,27.145,7.145
39265,174132,60490.059665,639082346.368599,27.299,178.122219,0.080430,-23.251453,0.045552,-567078947.389,-119114793.150,-312265310.247,1.651,-5.464,-3.884,19782557.708,-138355142.700,-59976576.938,29.352,3.174,1.490,13.358546,27.146,7.146
39265,175026,60490.994406,641262911.560670,27.182,178.200946,0.082473,-23.210631,0.043406,-566944770.573,-119555854.130,-312578494.406,1.672,-5.460,-3.872,22125218.041,-138058369.229,-59848789.487,29.165,3.501,1.673,13.356834,27.153,7.153
39265,183984,60509.994102,684843423.887866,25.970,180.326361,0.133417,-22.730274,0.009121,-563846575.894,-128440944.455,-318738248.257,2.102,-5.366,-3.633,67797566.085,-124842999.849,-54119236.730,26.445,11.798,5.239,12.809713,27.283,7.283
39265,184034,60510.018237,684897616.029673,26.005,180.329585,0.133828,-22.730053,0.009194,-563842192.968,-128452131.865,-318745822.111,2.102,-5.365,-3.632,67852748.942,-124818341.938,-54108308.335,26.480,11.853,5.243,12.808495,27.283,7.283
307764,88740,60353.313969,203020681.249013,-18.654,217.210128,0.105541,-30.114275,-0.172791,-258975957.297,-26075678.271,-67128665.599,-0.117,-13.628,-6.375,-119109537.895,80127699.178,34732145.999,-18.064,-22.556,-9.605,32.882538,23.318,3.318
307764,88786,60353.337759,202982384.449384,-18.609,217.212627,0.104519,-30.118377,-0.172108,-258976193.100,-26103692.660,-67141769.857,-0.113,-13.628,-6.374,-119146595.460,80081337.840,34712399.918,-17.994,-22.553,-9.608,32.879701,23.317,3.317
307764,91470,60357.316794,196623940.781980,-18.668,217.594796,0.066136,-30.784459,-0.166982,-258910821.120,-30778045.956,-69306054.805,0.492,-13.562,-6.215,-125068388.506,72275149.385,31328018.973,-16.282,-23.630,-10.072,32.378333,23.242,3.242
307764,91471,60357.317245,196623212.626023,-18.667,217.594826,0.066116,-30.784534,-0.166968,-258910801.924,-30778574.975,-69306297.243,0.492,-13.562,-6.215,-125069023.569,72274227.692,31327626.098,-16.281,-23.630,-10.072,32.378266,23.242,3.242
307764,91520,60357.340182,196586263.856526,-18.622,217.596331,0.065202,-30.788355,-0.166246,-258909823.188,-30805451.742,-69318613.542,0.496,-13.561,-6.214,-125101220.821,72227407.408,31307663.142,-16.214,-23.621,-10.075,32.374869,23.242,3.242
307764,91521,60357.340651,196585508.922003,-18.621,217.596362,0.065185,-30.788434,-0.166231,-258909803.094,-30806001.574,-69318865.487,0.496,-13.561,-6.214,-125101878.137,72226449.769,31307254.689,-16.213,-23.621,-10.075,32.374799,23.242,3.242
307764,95655,60365.220805,184035844.568575,-18.577,217.866184,-0.018055,-32.033524,-0.155498,-258169550.503,-39986986.756,-73439880.303,1.675,-13.400,-5.889,-135004724.085,55777534.310,24175562.121,-12.829,-25.399,-10.842,31.030098,23.073,3.073
307764,95705,60365.243348,183999691.568016,-18.545,217.865758,-0.019734,-32.037023,-0.154935,-258166285.171,-40013087.223,-73451349.409,1.678,-13.399,-5.888,-135029647.384,55728046.431,24154443.112,-12.763,-25.416,-10.844,31.025432,23.072,3.072
307764,95759,60365.268904,183958787.909822,-18.503,217.865231,-0.021425,-32.040973,-0.154196,-258162575.552,-40042674.857,-73464349.149,1.682,-13.399,-5.887,-135057743.658,55671914.192,24130496.676,-12.686,-25.426,-10.846,31.020104,23.072,3.072
307764,95809,60365.292302,183921425.208983,-18.460,217.864714,-0.022744,-32.044572,-0.153438,-258159171.906,-40069762.489,-73476248.892,1.685,-13.398,-5.886,-135083318.362,55620513.287,24108568.174,-12.616,-25.426,-10.848,31.015193,23.071,3.071
307764,104085,60375.397477,168285953.687495,-17.276,217.080509,-0.161415,-33.440037,-0.120808,-256039443.608,-51657772.289,-78426026.041,3.164,-13.135,-5.449,-144007203.994,33011660.022,14310304.847,-7.381,-26.845,-11.542,28.504154,22.816,2.816
307764,106649,60378.401292,163828319.569385,-16.813,216.567359,-0.207164,-33.792510,-0.108552,-255161819.192,-55055154.728,-79822821.674,3.598,-13.044,-5.314,-145811433.994,26059003.571,11296359.439,-5.834,-27.136,-11.680,27.570710,22.733,2.733
307764,108351,60380.398252,160932443.167182,-16.467,216.148931,-0.238749,-34.006229,-0.099502,-254516260.265,-57300457.759,-80732037.446,3.885,-12.981,-5.224,-146790103.496,21395824.576,9274750.193,-4.804,-27.297,-11.753,26.900536,22.675,2.675
307764,110076,60382.399509,158092437.472092,-16.074,215.665900,-0.270791,-34.201744,-0.089307,-253819778.910,-59539438.019,-81627495.789,4.171,-12.915,-5.133,-147592458.889,16696819.950,7237618.115,-3.762,-27.413,-11.809,26.189066,22.617,2.617
307764,110190,60383.249752,156906074.301332,-16.197,215.443351,-0.285196,-34.278740,-0.091192,-253508913.136,-60487195.953,-82003135.678,4.292,-12.886,-5.094,-147882302.293,14698083.280,6369423.634,-3.606,-27.678,-11.828,25.876372,22.591,2.591
307764,110240,60383.274190,156871929.736797,-16.144,215.436365,-0.286402,-34.280954,-0.090022,-253499846.285,-60514405.951,-82013890.115,4.296,-12.886,-5.092,-147889839.903,14639657.056,6344448.047,-3.534,-27.662,-11.829,25.867031,22.590,2.590
307764,111344,60384.394371,155329819.433145,-15.656,215.120072,-0.303412,-34.376143,-0.078389,-253076360.943,-61759731.056,-82504281.295,4.455,-12.847,-5.041,-148214372.468,11993413.200,5198569.802,-2.729,-27.508,-11.851,25.440788,22.557,2.557
307764,111345,60384.394820,155329212.255359,-15.655,215.119936,-0.303398,-34.376178,-0.078369,-253076188.148,-61760229.340,-82504476.801,4.455,-12.847,-5.041,-148214478.313,11992346.376,5198110.192,-2.729,-27.507,-11.851,25.440610,22.557,2.557
307764,111671,60386.235007,152846754.901013,-15.546,214.561138,-0.334256,-34.517170,-0.074287,-252347035.629,-63797791.571,-83299141.594,4.716,-12.782,-4.955,-148633534.673,7645595.248,3311959.622,-2.079,-27.790,-11.875,24.718090,22.500,2.500
307764,113962,60391.158025,146557542.186850,-14.378,212.787858,-0.411858,-34.786426,-0.042862,-250192792.311,-69196370.759,-85357426.081,5.411,-12.598,-4.722,-149003827.334,-4014870.777,-1743559.461,0.299,-27.804,-11.882,22.632495,22.346,2.346
307764,114012,60391.181213,146528779.927268,-14.336,212.778284,-0.413876,-34.787408,-0.041848,-250181947.439,-69221610.121,-85366884.752,5.415,-12.597,-4.721,-149003158.258,-4070583.651,-1767364.364,0.369,-27.814,-11.882,22.622111,22.345,2.345
307764,121030,60399.320084,137467239.998619,-11.405,208.996746,-0.540504,-34.807513,0.038895,-245973505.928,-77964286.910,-88547341.865,6.552,-12.260,-4.322,-147251353.111,-23249026.639,-10078119.400,4.875,-27.280,-11.719,18.817834,22.083,2.083
307764,121032,60399.320989,137466348.435246,-11.403,208.996257,-0.540476,-34.807478,0.038948,-245972993.671,-77965245.435,-88547679.765,6.552,-12.260,-4.322,-147250971.908,-23251159.321,-10079035.603,4.877,-27.278,-11.719,18.817389,22.083,2.083
307764,121080,60399.342721,137444983.184906,-11.355,208.984519,-0.539654,-34.806618,0.040177,-245960687.901,-77988265.276,-88555794.022,6.555,-12.259,-4.321,-147241775.164,-23302333.843,-10101039.301,4.918,-27.231,-11.718,18.806714,22.082,2.082
307764,121082,60399.343620,137444101.178540,-11.353,208.984034,-0.539614,-34.806582,0.040227,-245960178.666,-77989217.613,-88556129.680,6.555,-12.259,-4.321,-147241393.054,-23304449.075,-10101949.611,4.920,-27.228,-11.718,18.806273,22.082,2.082
307764,121118,60399.361119,137426964.001773,-11.317,208.974599,-0.538735,-34.805870,0.041155,-245950265.637,-78007752.037,-88562661.804,6.558,-12.258,-4.320,-147233933.090,-23345584.722,-10119666.250,4.948,-27.187,-11.718,18.797674,22.081,2.081
307764,121136,60399.369200,137419068.399825,-11.301,208.970248,-0.538271,-34.805536,0.041564,-245945686.736,-78016310.511,-88565677.776,6.559,-12.258,-4.319,-147230474.525,-23364559.060,-10127847.201,4.959,-27.168,-11.718,18.793703,22.081,2.081
307764,121140,60399.372337,137416006.249211,-11.295,208.968559,-0.538081,-34.805405,0.041719,-245943908.978,-78019632.877,-88566848.512,6.559,-12.258,-4.319,-147229129.781,-23371921.245,-10131023.031,4.964,-27.160,-11.718,18.792161,22.081,2.081
307764,121158,60399.380405,137408137.599231,-11.280,208.964220,-0.537570,-34.805067,0.042107,-245939335.945,-78028178.011,-88569859.513,6.560,-12.257,-4.319,-147225665.971,-23390847.472,-10139191.314,4.974,-27.140,-11.717,18.788197,22.081,2.081
307764,124358,60403.178095,133859428.562204,-10.211,206.880078,-0.589414,-34.591915,0.073688,-243700269.916,-82022255.349,-89955662.615,7.087,-12.085,-4.127,-145411058.915,-32200249.951,-13959969.977,6.530,-27.078,-11.564,16.978427,21.961,1.961
307764,124408,60403.202924,133837587.483501,-10.152,206.865429,-0.590542,-34.590067,0.075233,-243685063.740,-82048180.333,-89964514.844,7.090,-12.084,-4.126,-145396970.129,-32258323.970,-13984776.846,6.605,-27.064,-11.563,16.966678,21.960,1.960
307764,124636,60403.313540,133741864.149374,-9.883,206.800041,-0.590258,-34.581353,0.082231,-243617227.552,-82163651.477,-90003920.359,7.105,-12.079,-4.120,-145332408.970,-32516321.567,-14095270.004,6.888,-26.899,-11.559,16.914025,21.957,1.957
307764,124637,60403.313987,133741482.052218,-9.882,206.799777,-0.590239,-34.581316,0.082258,-243616952.829,-82164118.507,-90004079.661,7.105,-12.079,-4.120,-145332142.652,-32517361.542,-14095716.906,6.889,-26.898,-11.559,16.913812,21.957,1.957
307764,124686,60403.337903,133721116.786949,-9.830,206.785674,-0.589077,-34.579332,0.083615,-243602267.112,-82189077.182,-90012592.103,7.109,-12.078,-4.119,-145317862.287,-32572885.466,-14119599.900,6.932,-26.844,-11.558,16.902389,21.956,1.956
307764,124687,60403.338351,133720736.302079,-9.829,206.785411,-0.589052,-34.579295,0.083640,-243601991.944,-82189544.703,-90012751.540,7.109,-12.078,-4.119,-145317593.944,-32573924.493,-14120047.272,6.933,-26.843,-11.558,16.902174,21.956,1.956
