START HEADER
[CONF]
cache dir = _cache/sspp_testset_orbits/1-10
[ASTEROID]
population model = ./demo/sspp_testset_orbits.des
spk t0 = 60188
ndays = 395
object1 = 1
nobjects = 10
spk step = 1
nbody = T
input format = whitespace
[SURVEY]
survey database = ./demo/baseline_v2.0_1yr.db
field1 = 1
nfields = 216011
mpcobscode file = obslist.dat
telescope = I11
surveydbquery = SELECT observationId,observationStartMJD as observationStartMJD_TAI,fieldRA,fieldDEC,rotSkyPos FROM observations order by observationStartMJD_TAI
[CAMERA]
threshold = 5
camera = instrument_circle.dat
[OUTPUT]
output file = stdout
output format = csv
Survey length:
Field 1 : 60218.001805555556
Field n : 60582.99947369435
Days : 365.0
END HEADER
ObjID,FieldID,FieldMJD_TAI,AstRange(km),AstRangeRate(km/s),AstRA(deg),AstRARate(deg/day),AstDec(deg),AstDecRate(deg/day),Ast-Sun(J2000x)(km),Ast-Sun(J2000y)(km),Ast-Sun(J2000z)(km),Ast-Sun(J2000vx)(km/s),Ast-Sun(J2000vy)(km/s),Ast-Sun(J2000vz)(km/s),Obs-Sun(J2000x)(km),Obs-Sun(J2000y)(km),Obs-Sun(J2000z)(km),Obs-Sun(J2000vx)(km/s),Obs-Sun(J2000vy)(km/s),Obs-Sun(J2000vz)(km/s),Sun-Ast-Obs(deg),V,V(H=0)
6624,75919,60336.307664,2062699750.568302,-21.625,173.605654,-0.035225,-22.131579,-0.012466,-1986463622.730,321433051.878,-730002965.449,-1.155,-5.680,-3.752,-87628083.093,108634314.395,47087983.483,-24.520,-16.743,-7.088,3.408913,31.807,11.807
6624,76788,60337.375629,2060722675.915145,-21.168,173.568510,-0.036222,-22.144449,-0.011578,-1986570055.341,320908867.241,-730349178.881,-1.152,-5.681,-3.751,-89866084.687,107103886.781,46425702.395,-24.005,-17.160,-7.267,3.374332,31.803,11.803
6624,79559,60341.292320,2053711191.908965,-20.191,173.423359,-0.039928,-22.184960,-0.009039,-1986958439.757,318986131.708,-731618175.124,-1.143,-5.682,-3.748,-97797978.428,101183340.644,43858546.702,-22.879,-18.617,-7.900,3.240192,31.788,11.788
6624,79708,60341.363988,2053586755.555415,-20.002,173.420495,-0.039955,-22.185600,-0.008824,-1986965517.868,318950944.693,-731641384.757,-1.143,-5.682,-3.748,-97939016.434,101067923.588,43809593.286,-22.674,-18.649,-7.912,3.237578,31.788,11.788
6624,79735,60341.377810,2053562888.487094,-19.968,173.419943,-0.039936,-22.185722,-0.008785,-1986966882.877,318944158.292,-731645861.064,-1.143,-5.682,-3.748,-97966071.952,101045654.251,43800143.497,-22.635,-18.645,-7.914,3.237073,31.787,11.787
6624,80173,60342.230484,2052091260.295166,-20.030,173.386534,-0.040647,-22.193076,-0.008512,-1987051014.492,318525504.520,-731921969.557,-1.141,-5.683,-3.747,-99630002.354,99693949.703,43212215.468,-22.684,-18.891,-8.046,3.206407,31.784,11.784
6624,80223,60342.254337,2052050039.182534,-19.972,173.385563,-0.040736,-22.193278,-0.008445,-1987053365.951,318513792.477,-731929692.834,-1.141,-5.683,-3.747,-99676692.485,99654973.795,43195628.586,-22.625,-18.931,-8.050,3.205527,31.784,11.784
6624,82714,60345.368003,2046847417.585682,-18.681,173.257413,-0.043416,-22.215748,-0.005970,-1987359336.879,316984812.731,-732937482.277,-1.134,-5.684,-3.745,-105562020.016,94506367.096,40965832.471,-21.187,-20.048,-8.523,3.088888,31.772,11.772
6624,82733,60345.378426,2046830607.195091,-18.656,173.256961,-0.043396,-22.215810,-0.005941,-1987360357.785,316979694.336,-732940854.391,-1.134,-5.684,-3.745,-105581085.005,94488316.280,40958157.109,-21.158,-20.043,-8.524,3.088480,31.772,11.772
6624,83462,60346.361212,2045246120.168113,-18.352,173.214844,-0.044251,-22.221472,-0.005272,-1987456529.442,316497026.920,-733258799.917,-1.131,-5.684,-3.744,-107373791.568,92804809.225,40228221.704,-20.819,-20.386,-8.668,3.050422,31.768,11.768
6624,83483,60346.372257,2045228619.966342,-18.325,173.214356,-0.044230,-22.221530,-0.005240,-1987457609.168,316491602.288,-733262372.741,-1.131,-5.684,-3.744,-107393644.268,92785357.208,40219948.833,-20.788,-20.381,-8.670,3.049983,31.768,11.768
6624,83940,60347.231227,2043867592.720108,-18.341,173.177018,-0.044941,-22.225907,-0.004940,-1987541504.886,316069717.857,-733540202.661,-1.129,-5.684,-3.743,-108933376.484,91295031.225,39571928.040,-20.794,-20.631,-8.793,3.016332,31.764,11.764
6624,83990,60347.256478,2043827647.738717,-18.276,173.175882,-0.045017,-22.226030,-0.004866,-1987543968.977,316057315.137,-733548369.352,-1.129,-5.684,-3.743,-108978670.849,91249978.881,39552740.340,-20.727,-20.667,-8.797,3.015320,31.764,11.764
6624,86498,60350.352855,2039112252.780965,-16.917,173.035785,-0.047359,-22.237366,-0.002407,-1987845154.797,314536324.799,-734549419.502,-1.122,-5.686,-3.740,-114319496.438,85684065.097,37141463.848,-19.228,-21.665,-9.225,2.890307,31.751,11.751
6624,86520,60350.364427,2039095352.691902,-16.889,173.035237,-0.047335,-22.237393,-0.002375,-1987846276.832,314530639.804,-734553159.409,-1.122,-5.686,-3.740,-114338704.647,85662405.879,37132239.661,-19.195,-21.660,-9.227,2.889824,31.751,11.751
6624,89162,60354.147188,2033756216.508599,-15.880,172.854867,-0.049738,-22.241877,-0.000111,-1988211623.415,312672067.839,-735775148.621,-1.113,-5.687,-3.737,-120397251.926,78529251.143,34037004.861,-18.067,-22.624,-9.706,2.731552,31.736,11.736
6624,89212,60354.170882,2033723757.704765,-15.830,172.853687,-0.049861,-22.241879,-0.000053,-1988213902.893,312660424.594,-735782799.630,-1.113,-5.687,-3.737,-120434190.375,78482880.856,34017131.896,-18.018,-22.676,-9.709,2.730538,31.736,11.736
6624,91286,60357.229671,2029762508.800415,-14.458,172.700710,-0.051938,-22.238019,0.002255,-1988507226.157,311157223.543,-736770134.702,-1.106,-5.688,-3.734,-124944858.769,72452925.086,31403797.718,-16.538,-23.585,-10.062,2.599296,31.723,11.723
6624,91336,60357.254062,2029732111.275983,-14.391,172.699443,-0.051981,-22.237963,0.002329,-1988509557.582,311145235.999,-736778004.810,-1.106,-5.688,-3.734,-124979635.853,72403196.287,31382590.634,-16.468,-23.609,-10.065,2.598231,31.723,11.723
6624,93826,60360.314708,2026104134.429263,-12.954,172.540913,-0.053585,-22.227434,0.004633,-1988801177.813,309640823.681,-737765238.519,-1.099,-5.689,-3.732,-129128988.654,66161212.258,28677699.890,-14.914,-24.356,-10.388,2.465632,31.711,11.711
6624,93876,60360.338686,2026077360.980618,-12.893,172.539629,-0.053532,-22.227322,0.004701,-1988803455.088,309629036.451,-737772970.091,-1.099,-5.689,-3.732,-129159813.812,66110764.146,28656177.178,-14.845,-24.344,-10.390,2.464578,31.711,11.711
6624,98329,60368.302021,2018277470.056927,-9.416,172.106737,-0.056858,-22.169538,0.010095,-1989553427.458,305713403.389,-740338323.589,-1.081,-5.692,-3.725,-138192840.373,49037839.874,21255637.384,-11.128,-25.972,-11.089,2.126588,31.679,11.679
6624,98330,60368.302470,2018277104.628825,-9.415,172.106712,-0.056857,-22.169533,0.010096,-1989553469.409,305713182.447,-740338468.171,-1.081,-5.692,-3.725,-138193272.242,49036831.815,21255206.969,-11.126,-25.972,-11.090,2.126570,31.679,11.679
6624,98379,60368.324780,2018259012.427581,-9.358,172.105444,-0.056795,-22.169307,0.010157,-1989555552.782,305702209.698,-740345648.596,-1.081,-5.692,-3.725,-138214656.927,48986781.607,21233829.280,-11.062,-25.957,-11.091,2.125650,31.679,11.679
6624,98380,60368.325227,2018258650.923217,-9.357,172.105419,-0.056794,-22.169303,0.010159,-1989555594.536,305701989.780,-740345792.507,-1.081,-5.692,-3.725,-138215084.270,48985778.811,21233400.788,-11.061,-25.957,-11.091,2.125632,31.679,11.679
6624,98817,60369.141655,2017598114.793074,-9.385,172.059871,-0.057023,-22.160947,0.010296,-1989631767.180,305300434.090,-740608532.767,-1.079,-5.693,-3.724,-138991810.946,47181734.952,20448906.309,-11.093,-26.028,-11.151,2.092672,31.676,11.676
6624,98903,60369.182743,2017564981.400735,-9.280,172.057525,-0.057157,-22.160521,0.010410,-1989635597.191,305280224.526,-740621754.339,-1.079,-5.693,-3.724,-139031007.106,47089211.180,20409315.427,-10.987,-26.094,-11.154,2.091016,31.676,11.676
6624,100830,60371.312353,2015970378.637583,-7.988,171.937182,-0.057644,-22.136601,0.012113,-1989833648.246,304232686.788,-741306859.054,-1.074,-5.693,-3.722,-140923481.705,42317891.252,18343182.556,-9.610,-26.446,-11.302,2.007358,31.669,11.669
6624,101934,60373.172960,2014725832.104233,-7.418,171.831391,-0.058142,-22.113300,0.013006,-1990005944.283,303317355.083,-741905147.549,-1.070,-5.694,-3.721,-142418178.142,38109153.921,16516909.316,-9.014,-26.701,-11.417,1.937878,31.662,11.662
6624,101984,60373.197509,2014710170.677062,-7.350,171.829964,-0.058186,-22.112980,0.013078,-1990008212.912,303305277.687,-741913039.513,-1.070,-5.694,-3.721,-142437223.866,38052492.088,16492691.831,-8.944,-26.727,-11.419,1.936983,31.662,11.662
6624,104454,60376.170272,2013019553.804232,-5.974,171.659399,-0.058619,-22.071126,0.014904,-1990282054.185,301842595.005,-742868406.270,-1.063,-5.695,-3.718,-144511391.678,31237898.654,13538404.633,-7.491,-27.079,-11.580,1.834736,31.653,11.653
6624,104455,60376.170710,2013019327.685973,-5.972,171.659373,-0.058620,-22.071119,0.014906,-1990282094.416,301842379.403,-742868547.031,-1.063,-5.695,-3.718,-144511675.242,31236873.534,13537966.276,-7.490,-27.080,-11.580,1.834721,31.653,11.653
6624,104504,60376.194936,2013006896.275421,-5.905,171.657952,-0.058655,-22.070757,0.014976,-1990284318.888,301830458.029,-742876330.170,-1.063,-5.695,-3.718,-144527280.465,31180164.411,13513726.585,-7.420,-27.103,-11.581,1.833938,31.653,11.653
6624,104505,60376.195449,2013006634.764392,-5.904,171.657922,-0.058656,-22.070750,0.014978,-1990284365.955,301830205.779,-742876494.856,-1.063,-5.695,-3.718,-144527609.066,31178963.984,13513213.658,-7.418,-27.104,-11.581,1.833921,31.653,11.653
6624,107834,60380.151110,2011332600.098329,-4.053,171.429523,-0.058839,-22.006570,0.017281,-1990646006.198,299883488.220,-744146708.506,-1.054,-5.697,-3.715,-146680897.114,21981845.348,9525607.073,-5.471,-27.446,-11.743,1.719701,31.643,11.643
6624,107884,60380.175296,2011324201.001408,-3.986,171.428099,-0.058880,-22.006151,0.017350,-1990648207.722,299871584.420,-744154471.068,-1.054,-5.697,-3.715,-146692257.031,21924466.179,9501067.341,-5.402,-27.472,-11.744,1.719096,31.643,11.643
6624,114152,60391.248097,2010185708.850075,1.714,170.793699,-0.057157,-21.780031,0.023371,-1991643949.778,294419755.370,-747703848.938,-1.028,-5.701,-3.705,-149000439.717,-4231289.198,-1836029.994,0.571,-27.794,-11.882,1.590526,31.633,11.633
6624,114202,60391.270906,2010189142.780039,1.770,170.792396,-0.057070,-21.779498,0.023427,-1991645975.871,294408520.926,-747711151.114,-1.028,-5.701,-3.705,-148999250.679,-4286043.126,-1859447.257,0.636,-27.771,-11.882,1.590607,31.633,11.633
6624,114990,60392.232153,2010337020.700180,2.169,170.738537,-0.056903,-21.756982,0.023792,-1991731265.831,293935065.656,-748018843.369,-1.026,-5.701,-3.704,-148941448.664,-6560738.701,-2845931.679,1.043,-27.784,-11.874,1.595128,31.633,11.633
6624,114991,60392.232606,2010337105.698610,2.171,170.738511,-0.056901,-21.756972,0.023793,-1991731306.012,293934842.360,-748018988.465,-1.026,-5.701,-3.704,-148941407.771,-6561826.944,-2846396.755,1.045,-27.783,-11.874,1.595131,31.633,11.633
6624,115040,60392.256449,2010341641.322396,2.232,170.737155,-0.056820,-21.756404,0.023853,-1991733419.238,293923098.247,-748026619.702,-1.026,-5.701,-3.704,-148939183.459,-6619043.712,-2870857.117,1.114,-27.764,-11.874,1.595283,31.633,11.633
6624,115041,60392.256899,2010341728.028614,2.233,170.737130,-0.056818,-21.756393,0.023854,-1991733459.075,293922876.850,-748026763.564,-1.026,-5.701,-3.704,-148939140.160,-6620121.933,-2871318.235,1.116,-27.764,-11.874,1.595286,31.633,11.633
6624,118142,60396.245654,2011379834.749464,4.185,170.516809,-0.055399,-21.658573,0.025554,-1992085398.241,291957947.195,-749302805.727,-1.017,-5.702,-3.701,-148256629.034,-16037057.459,-6953053.893,3.152,-27.609,-11.806,1.641038,31.639,11.639
6624,118241,60396.292412,2011396961.109465,4.291,170.514224,-0.055178,-21.657375,0.025654,-1992089505.036,291934911.048,-749317756.720,-1.017,-5.702,-3.701,-148243636.303,-16148473.640,-7000746.930,3.277,-27.545,-11.805,1.641833,31.639,11.639
6624,119683,60398.112306,2012095290.013090,4.803,170.415938,-0.054741,-21.610554,0.026001,-1992249014.894,291038240.906,-749899556.282,-1.012,-5.703,-3.699,-147696642.880,-20416638.211,-8853250.444,3.784,-27.491,-11.756,1.676202,31.642,11.642
6624,120776,60399.200037,2012580015.640270,5.539,170.357690,-0.054220,-21.581950,0.026615,-1992344038.670,290502265.039,-750247172.525,-1.010,-5.703,-3.698,-147300378.743,-22965070.577,-9956549.078,4.559,-27.441,-11.723,1.700498,31.645,11.645
6624,120826,60399.224197,2012591646.630225,5.603,170.356381,-0.054146,-21.581307,0.026675,-1992346146.676,290490359.520,-750254892.790,-1.010,-5.703,-3.698,-147290786.662,-23022338.429,-9981019.066,4.631,-27.425,-11.722,1.701080,31.645,11.645
6624,129963,60409.172843,2019302129.251085,10.271,169.854034,-0.048419,-21.301514,0.029635,-1993204337.228,285586584.359,-753430134.929,-0.987,-5.707,-3.690,-141277877.941,-45824803.397,-19866416.994,9.514,-26.279,-11.221,2.020390,31.678,11.678
6624,130013,60409.197131,2019323749.575975,10.334,169.852859,-0.048337,-21.300793,0.029691,-1993206408.373,285574609.134,-753437877.629,-0.987,-5.707,-3.690,-141257838.286,-45879932.242,-19889962.391,9.585,-26.261,-11.219,2.021347,31.678,11.678
6624,133477,60413.055799,2023003189.057482,11.785,169.675434,-0.045580,-21.185307,0.030184,-1993533974.507,283671864.400,-754667412.834,-0.978,-5.708,-3.686,-137794603.557,-54395079.894,-23583432.993,11.105,-25.563,-10.929,2.176261,31.694,11.694
6624,133731,60413.179322,2023130778.705963,12.123,169.669806,-0.045437,-21.181560,0.030477,-1993544411.886,283610946.776,-754706754.148,-0.978,-5.708,-3.686,-137674186.709,-54668179.302,-23700022.190,11.466,-25.576,-10.920,2.181499,31.694,11.694
6624,133781,60413.203356,2023156015.994591,12.183,169.668715,-0.045338,-21.180827,0.030528,-1993546442.325,283599094.023,-754714408.629,-0.978,-5.708,-3.686,-137650305.870,-54721264.464,-23722695.261,11.534,-25.551,-10.918,2.182516,31.694,11.694
6624,134777,60414.228305,2024236782.676840,12.686,169.623524,-0.044422,-21.149651,0.030743,-1993632926.408,283093606.155,-755040801.069,-0.975,-5.709,-3.685,-136621759.873,-56943601.447,-24685729.539,12.073,-25.320,-10.832,2.225376,31.699,11.699
6624,137236,60417.050973,2027414938.242535,13.537,169.503626,-0.042390,-21.063025,0.030775,-1993870026.764,281701357.433,-755939264.062,-0.969,-5.710,-3.683,-133574685.684,-62962161.673,-27297112.349,12.955,-24.765,-10.579,2.345385,31.711,11.711
6624,137286,60417.076296,2027444631.263364,13.606,169.502553,-0.042403,-21.062245,0.030833,-1993872146.712,281688866.264,-755947321.637,-0.969,-5.710,-3.683,-133546265.444,-63016368.119,-27320256.138,13.026,-24.784,-10.577,2.346498,31.711,11.711
6624,138429,60418.176189,2028764996.120305,14.305,169.457465,-0.041347,-21.028208,0.031173,-1993964104.459,281146294.109,-756297256.209,-0.966,-5.710,-3.682,-132273216.175,-65327408.470,-28320491.972,13.774,-24.541,-10.473,2.394012,31.716,11.716
6624,138479,60418.198717,2028792892.964704,14.359,169.456535,-0.041245,-21.027505,0.031217,-1993965985.406,281135180.957,-756304422.509,-0.966,-5.710,-3.682,-132246345.771,-65375149.425,-28340874.833,13.836,-24.514,-10.471,2.395002,31.716,11.716
6624,143509,60424.174700,2036720246.840847,16.766,169.230692,-0.035946,-20.840954,0.031558,-1994461410.986,278186653.715,-758204097.205,-0.953,-5.712,-3.677,-124525282.906,-77484666.228,-33589787.824,16.396,-23.081,-9.846,2.653897,31.743,11.743
6624,143559,60424.197232,2036752935.809429,16.816,169.229883,-0.035831,-20.840242,0.031596,-1994463265.605,278175534.587,-758211254.706,-0.953,-5.712,-3.677,-124493305.782,-77529567.723,-33608953.124,16.455,-23.047,-9.843,2.654885,31.743,11.743
6624,143575,60424.205764,2036765339.330846,16.834,169.229578,-0.035783,-20.839973,0.031610,-1994463967.897,278171323.924,-758213965.142,-0.953,-5.712,-3.677,-124481166.855,-77546553.389,-33616209.529,16.477,-23.033,-9.843,2.655258,31.743,11.743
6624,143625,60424.229593,2036800043.419260,16.878,169.228727,-0.035639,-20.839219,0.031644,-1994465929.080,278159564.979,-758221534.429,-0.953,-5.712,-3.677,-124447186.278,-77593928.396,-33636470.590,16.533,-22.988,-9.840,2.656299,31.743,11.743
6624,145108,60425.995449,2039378601.853477,17.078,169.168523,-0.034308,-20.783847,0.031210,-1994610954.738,277288102.493,-758782350.866,-0.949,-5.713,-3.675,-121912332.028,-81014591.165,-35122297.662,16.731,-22.549,-9.636,2.731881,31.751,11.751
6624,145158,60426.019940,2039414804.628887,17.140,169.167682,-0.034348,-20.783082,0.031260,-1994612961.830,277276015.237,-758790127.384,-0.949,-5.713,-3.675,-121876863.629,-81062335.945,-35142685.205,16.793,-22.576,-9.633,2.732949,31.751,11.751
6624,145490,60426.178272,2039652188.509700,17.555,169.162256,-0.034022,-20.778105,0.031588,-1994625934.431,277197872.871,-758840400.113,-0.948,-5.713,-3.675,-121644070.925,-81371366.467,-35274347.714,17.242,-22.539,-9.616,2.739853,31.752,11.752
6624,145875,60427.131986,2041093489.860524,17.826,169.131061,-0.033253,-20.748199,0.031495,-1994703970.396,276727166.898,-759143178.223,-0.946,-5.713,-3.674,-120223317.473,-83187097.304,-36062006.984,17.525,-22.315,-9.502,2.780380,31.756,11.756
